,,Title,,Year,Rating,,,Available On,,
43,,Dark Skies,,2013,16+,6.3/10,73/100,+ Rent or Buy,,Want To SeeSeen
44,,Under the Silver Lake,,2018,18+,6.5/10,66/100,+ Rent or Buy,,Want To SeeSeen
45,,Nayattu,,2021,18+,8.2/10,63/100,,,Want To SeeSeen
46,,First Man,,2018,13+,7.3/10,73/100,Rent or Buy,,Want To SeeSeen
47,,Les Misérables,,2012,13+,7.6/10,77/100,+ Rent or Buy,,Want To SeeSeen
48,,Swallow,,2019,18+,6.5/10,65/100,+ Rent or Buy,,Want To SeeSeen
49,,"As Above, So Below",,2014,18+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
0,,Rio,,2011,all,6.9/10,75/100,+ Rent or Buy,,Want To SeeSeen
1,,The Equalizer,,2014,18+,7.2/10,76/100,+ Rent or Buy,,Want To SeeSeen
2,,"Where'd You Go, Bernadette",,2019,13+,6.5/10,64/100,+ Rent or Buy,,Want To SeeSeen
3,,Allied,,2016,18+,7.1/10,72/100,+ Rent or Buy,,Want To SeeSeen
4,,Seance,,2021,18+,6.2/10,46/100,Rent or Buy,,Want To SeeSeen
5,,Dragged Across Concrete,,2019,18+,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
6,,Freaky,,2020,18+,6.3/10,67/100,Rent or Buy,,Want To SeeSeen
7,,The Perks of Being a Wallflower,,2012,13+,8.0/10,79/100,+ Rent or Buy,,Want To SeeSeen
8,,No Country for Old Men,,2007,18+,8.1/10,82/100,+ Rent or Buy,,Want To SeeSeen
9,,Brave,,2012,7+,7.1/10,76/100,+ Rent or Buy,,Want To SeeSeen
10,,Life,,2017,18+,6.6/10,72/100,+ Rent or Buy,,Want To SeeSeen
11,,Searching for Sheela,,2021,13+,4.1/10,50/100,,,Want To SeeSeen
12,,The Crazies,,2010,18+,6.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
13,,My Hero Academia: Two Heroes,,2018,13+,7.5/10,67/100,Rent or Buy,,Want To SeeSeen
14,,The Lobster,,2015,18+,7.2/10,73/100,+ Rent or Buy,,Want To SeeSeen
15,,A Dog's Purpose,,2017,7+,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
16,,Bleach,,2018,13+,6.4/10,74/100,,,Want To SeeSeen
17,,A Babysitter's Guide to Monster Hunting,,2020,N/A,5.4/10,63/100,,,Want To SeeSeen
18,,2012,,2009,13+,5.8/10,72/100,+ Rent or Buy,,Want To SeeSeen
19,,Raazi,,2018,N/A,7.8/10,84/100,+ Rent or Buy,,Want To SeeSeen
20,,Jack Reacher,,2012,13+,7.0/10,74/100,Rent or Buy,,Want To SeeSeen
21,,Kick-Ass,,2010,18+,7.6/10,78/100,+ Rent or Buy,,Want To SeeSeen
22,,Cloud Atlas,,2012,18+,7.4/10,76/100,+ Rent or Buy,,Want To SeeSeen
23,,Taken,,2008,13+,7.8/10,79/100,+ Rent or Buy,,Want To SeeSeen
24,,Holidate,,2020,N/A,6.1/10,70/100,,,Want To SeeSeen
25,,Moon,,2009,18+,7.9/10,79/100,+ Rent or Buy,,Want To SeeSeen
26,,Birdman or (The Unexpected Virtue of Ignorance),,2014,18+,7.7/10,77/100,Rent or Buy,,Want To SeeSeen
27,,After Earth,,2013,13+,4.8/10,64/100,+ Rent or Buy,,Want To SeeSeen
28,,Transcendence,,2014,13+,6.2/10,71/100,+ Rent or Buy,,Want To SeeSeen
29,,Inferno,,2016,13+,6.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
30,,The Babadook,,2014,18+,6.8/10,71/100,Rent or Buy,,Want To SeeSeen
31,,Mr. Right,,2016,18+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
32,,The Kid Detective,,2020,18+,7.0/10,66/100,+ Rent or Buy,,Want To SeeSeen
33,,Blockers,,2018,18+,6.2/10,67/100,+ Rent or Buy,,Want To SeeSeen
34,,The Croods,,2013,7+,7.2/10,75/100,+ Rent or Buy,,Want To SeeSeen
35,,Super Deluxe,,2019,18+,8.4/10,83/100,+ Rent or Buy,,Want To SeeSeen
36,,Framing Britney Spears,,2021,16+,6.9/10,62/100,,,Want To SeeSeen
37,,Some Kind of Heaven,,2020,13+,7.3/10,66/100,+ Rent or Buy,,Want To SeeSeen
38,,The Meyerowitz Stories (New and Selected),,2017,18+,6.9/10,81/100,,,Want To SeeSeen
39,,300,,2007,18+,7.6/10,80/100,+ Rent or Buy,,Want To SeeSeen
40,,Jack Ryan: Shadow Recruit,,2014,13+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
41,,The SpongeBob Movie: Sponge on the Run,,2020,7+,6.0/10,66/100,+ Rent or Buy,,Want To SeeSeen
42,,Brimstone,,2016,18+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
43,,Uncorked,,2020,13+,6.3/10,73/100,,,Want To SeeSeen
44,,Phineas and Ferb The Movie: Candace Against the Universe,,2020,all,7.2/10,78/100,,,Want To SeeSeen
45,,The Visit,,2015,13+,6.2/10,67/100,+ Rent or Buy,,Want To SeeSeen
46,,Troll Hunter,,2010,13+,7.0/10,72/100,+ Rent or Buy,,Want To SeeSeen
47,,The Human Voice,,2020,18+,6.9/10,62/100,,,Want To SeeSeen
48,,Ratatouille,,2007,all,8.0/10,81/100,+ Rent or Buy,,Want To SeeSeen
49,,Doom: Annihilation,,2019,18+,3.7/10,54/100,+ Rent or Buy,,Want To SeeSeen
0,,Get Hard,,2015,18+,6.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
1,,Green Zone,,2010,18+,6.8/10,73/100,+ Rent or Buy,,Want To SeeSeen
2,,Pan's Labyrinth,,2006,18+,8.2/10,82/100,+ Rent or Buy,,Want To SeeSeen
3,,Insidious: Chapter 3,,2015,13+,6.1/10,65/100,Rent or Buy,,Want To SeeSeen
4,,Fantastic Four,,2015,13+,4.2/10,63/100,+ Rent or Buy,,Want To SeeSeen
5,,Four Good Days,,2021,18+,6.2/10,56/100,Rent or Buy,,Want To SeeSeen
6,,Red Dawn,,2012,13+,5.4/10,65/100,+ Rent or Buy,,Want To SeeSeen
7,,Fatale,,2020,18+,5.3/10,58/100,Rent or Buy,,Want To SeeSeen
8,,Insidious: The Last Key,,2018,13+,5.7/10,63/100,Rent or Buy,,Want To SeeSeen
9,,Kick-Ass 2,,2013,18+,6.5/10,72/100,+ Rent or Buy,,Want To SeeSeen
10,,Horns,,2013,18+,6.5/10,69/100,+ Rent or Buy,,Want To SeeSeen
11,,Arlo the Alligator Boy,,2021,7+,6.7/10,55/100,,,Want To SeeSeen
12,,Ashfall,,2019,N/A,6.2/10,57/100,Rent or Buy,,Want To SeeSeen
13,,The Curse of La Llorona,,2019,18+,5.3/10,62/100,+ Rent or Buy,,Want To SeeSeen
14,,The Disaster Artist,,2017,18+,7.4/10,74/100,+ Rent or Buy,,Want To SeeSeen
15,,Parallel,,2021,18+,5.8/10,57/100,+ Rent or Buy,,Want To SeeSeen
16,,Lady and the Tramp,,2019,7+,6.3/10,71/100,,,Want To SeeSeen
17,,Widows,,2018,18+,6.9/10,70/100,Rent or Buy,,Want To SeeSeen
18,,Rebecca,,2020,13+,6.0/10,58/100,,,Want To SeeSeen
19,,All the Bright Places,,2020,18+,6.5/10,65/100,,,Want To SeeSeen
20,,In the Earth,,2021,18+,5.1/10,57/100,Rent or Buy,,Want To SeeSeen
21,,Black and Blue,,2019,18+,6.4/10,66/100,+ Rent or Buy,,Want To SeeSeen
22,,Forgotten,,2017,18+,7.4/10,67/100,,,Want To SeeSeen
23,,Contagion,,2011,13+,6.7/10,73/100,+ Rent or Buy,,Want To SeeSeen
24,,Bad Times at the El Royale,,2018,18+,7.1/10,71/100,+ Rent or Buy,,Want To SeeSeen
25,,The Salesman,,2016,13+,7.8/10,69/100,+ Rent or Buy,,Want To SeeSeen
26,,The Blind Side,,2009,13+,7.6/10,77/100,+ Rent or Buy,,Want To SeeSeen
27,,Let Him Go,,2020,18+,6.7/10,66/100,Rent or Buy,,Want To SeeSeen
28,,Due Date,,2010,18+,6.5/10,72/100,+ Rent or Buy,,Want To SeeSeen
29,,Trolls,,2016,7+,6.5/10,70/100,Rent or Buy,,Want To SeeSeen
30,,Fallen,,2017,13+,5.4/10,60/100,+ Rent or Buy,,Want To SeeSeen
31,,An American Pickle,,2020,13+,5.7/10,71/100,,,Want To SeeSeen
32,,Nocturne,,2020,N/A,5.7/10,57/100,,,Want To SeeSeen
33,,The Danish Girl,,2015,18+,7.1/10,72/100,+ Rent or Buy,,Want To SeeSeen
34,,Don't Let Go,,2019,18+,6.3/10,62/100,+ Rent or Buy,,Want To SeeSeen
35,,Have You Ever Seen Fireflies?,,2021,16+,6.2/10,58/100,,,Want To SeeSeen
36,,Enemy,,2013,18+,6.9/10,72/100,+ Rent or Buy,,Want To SeeSeen
37,,The King's Speech,,2010,18+,8.0/10,80/100,+ Rent or Buy,,Want To SeeSeen
38,,American Sniper,,2014,18+,7.3/10,76/100,+ Rent or Buy,,Want To SeeSeen
39,,Timmy Failure: Mistakes Were Made,,2020,7+,6.1/10,70/100,,,Want To SeeSeen
40,,Hush,,2016,18+,6.6/10,70/100,,,Want To SeeSeen
41,,Klaus,,2019,7+,8.2/10,75/100,,,Want To SeeSeen
42,,Missing Link,,2019,7+,6.7/10,67/100,+ Rent or Buy,,Want To SeeSeen
43,,Ingrid Goes West,,2017,18+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
44,,Jason Bourne,,2016,13+,6.6/10,72/100,Rent or Buy,,Want To SeeSeen
45,,Dallas Buyers Club,,2013,18+,8.0/10,79/100,+ Rent or Buy,,Want To SeeSeen
46,,Downton Abbey,,2019,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
47,,The Souvenir,,2019,18+,6.4/10,62/100,+ Rent or Buy,,Want To SeeSeen
48,,Blow the Man Down,,2019,18+,6.4/10,78/100,,,Want To SeeSeen
49,,Bridge of Spies,,2015,13+,7.6/10,76/100,Rent or Buy,,Want To SeeSeen
0,,The Expendables,,2010,18+,6.5/10,73/100,+ Rent or Buy,,Want To SeeSeen
1,,Pitch Perfect 2,,2015,13+,6.4/10,71/100,Rent or Buy,,Want To SeeSeen
2,,"Yes, God, Yes",,2019,18+,6.1/10,62/100,+ Rent or Buy,,Want To SeeSeen
3,,Into the Wild,,2007,18+,8.1/10,81/100,+ Rent or Buy,,Want To SeeSeen
4,,Casino Royale,,2006,13+,8.0/10,81/100,+ Rent or Buy,,Want To SeeSeen
5,,Virunga,,2014,16+,8.2/10,86/100,,,Want To SeeSeen
6,,Finding Dory,,2016,7+,7.3/10,77/100,+ Rent or Buy,,Want To SeeSeen
7,,The Silence,,2019,13+,5.3/10,63/100,,,Want To SeeSeen
8,,Terminator Genisys,,2015,13+,6.3/10,70/100,Rent or Buy,,Want To SeeSeen
9,,Winter on Fire: Ukraine's Fight for Freedom,,2015,16+,8.4/10,85/100,,,Want To SeeSeen
10,,The Prodigy,,2019,18+,5.9/10,62/100,+ Rent or Buy,,Want To SeeSeen
11,,Neighbors,,2014,18+,6.3/10,71/100,+ Rent or Buy,,Want To SeeSeen
12,,The Banker,,2020,13+,7.3/10,69/100,,,Want To SeeSeen
13,,In the House,,2012,18+,7.4/10,84/100,+ Rent or Buy,,Want To SeeSeen
14,,12 Strong,,2018,18+,6.6/10,68/100,Rent or Buy,,Want To SeeSeen
15,,I Saw the Devil,,2010,18+,7.8/10,76/100,+ Rent or Buy,,Want To SeeSeen
16,,The Professor and the Madman,,2019,N/A,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
17,,Shooter,,2007,18+,7.2/10,77/100,+ Rent or Buy,,Want To SeeSeen
18,,Ice Age: Dawn of the Dinosaurs,,2009,7+,6.9/10,73/100,+ Rent or Buy,,Want To SeeSeen
19,,The Dirt,,2019,18+,7.0/10,75/100,,,Want To SeeSeen
20,,Life in a Year,,2018,13+,6.1/10,57/100,,,Want To SeeSeen
21,,The Amazing Spider-Man 2,,2014,13+,6.6/10,73/100,+ Rent or Buy,,Want To SeeSeen
22,,Eighth Grade,,2018,18+,7.4/10,71/100,+ Rent or Buy,,Want To SeeSeen
23,,Begin Again,,2013,18+,7.4/10,74/100,+ Rent or Buy,,Want To SeeSeen
24,,The Mountain II,,2016,all,8.7/10,74/100,+ Rent or Buy,,Want To SeeSeen
25,,K.G.F: Chapter 1,,2018,N/A,8.2/10,67/100,,,Want To SeeSeen
26,,Fast & Furious,,2009,13+,6.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
27,,Pet Sematary,,2019,18+,5.7/10,66/100,+ Rent or Buy,,Want To SeeSeen
28,,We Need to Talk About Kevin,,2011,18+,7.5/10,75/100,+ Rent or Buy,,Want To SeeSeen
29,,"Hail, Caesar!",,2016,13+,6.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
30,,Prospect,,2018,18+,6.3/10,66/100,+ Rent or Buy,,Want To SeeSeen
31,,Jay and Silent Bob Reboot,,2019,18+,5.7/10,62/100,+ Rent or Buy,,Want To SeeSeen
32,,Let the Right One In,,2008,18+,7.9/10,78/100,monswarr+ Rent or Buy,,Want To SeeSeen
33,,"I Love You, Man",,2009,18+,7.0/10,74/100,+ Rent or Buy,,Want To SeeSeen
34,,Apocalypto,,2006,18+,7.8/10,79/100,+ Rent or Buy,,Want To SeeSeen
35,,The Last Witch Hunter,,2015,13+,6.0/10,67/100,+ Rent or Buy,,Want To SeeSeen
36,,Invisible Life,,2019,18+,7.8/10,81/100,,,Want To SeeSeen
37,,Hancock,,2008,13+,6.4/10,75/100,+ Rent or Buy,,Want To SeeSeen
38,,Drive,,2019,13+,3.5/10,48/100,,,Want To SeeSeen
39,,The Hangover,,2009,18+,7.7/10,79/100,Rent or Buy,,Want To SeeSeen
40,,Abraham Lincoln: Vampire Hunter,,2012,18+,5.9/10,69/100,+ Rent or Buy,,Want To SeeSeen
41,,Ajeeb Daastaans,,2021,N/A,6.7/10,59/100,,,Want To SeeSeen
42,,Black Mirror: Bandersnatch,,2018,18+,7.2/10,72/100,,,Want To SeeSeen
43,,Inherent Vice,,2014,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
44,,There Will Be Blood,,2007,18+,8.2/10,81/100,+ Rent or Buy,,Want To SeeSeen
45,,Guardians,,2017,18+,4.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
46,,Blinded by the Light,,2019,13+,6.9/10,64/100,+ Rent or Buy,,Want To SeeSeen
47,,Resident Evil: Vendetta,,2017,18+,6.3/10,64/100,Rent or Buy,,Want To SeeSeen
48,,The One I Love,,2014,18+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
49,,The Mummy,,2017,13+,5.4/10,67/100,+ Rent or Buy,,Want To SeeSeen
0,,Pelé,,2021,13+,7.0/10,61/100,,,Want To SeeSeen
1,,The Man from U.N.C.L.E.,,2015,13+,7.3/10,74/100,Rent or Buy,,Want To SeeSeen
2,,Set It Up,,2018,16+,6.5/10,67/100,,,Want To SeeSeen
3,,You're Next,,2011,18+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
4,,Dora and the Lost City of Gold,,2019,7+,6.1/10,65/100,+ Rent or Buy,,Want To SeeSeen
5,,The Great Gatsby,,2013,13+,7.2/10,76/100,+ Rent or Buy,,Want To SeeSeen
6,,Salt,,2010,13+,6.4/10,72/100,+ Rent or Buy,,Want To SeeSeen
7,,Undergods,,2021,18+,5.5/10,53/100,Rent or Buy,,Want To SeeSeen
8,,Hugo,,2011,7+,7.5/10,76/100,+ Rent or Buy,,Want To SeeSeen
9,,Fifty Shades Darker,,2017,18+,4.6/10,63/100,Rent or Buy,,Want To SeeSeen
10,,V for Vendetta,,2006,18+,8.1/10,83/100,+ Rent or Buy,,Want To SeeSeen
11,,The World's End,,2013,18+,7.0/10,74/100,+ Rent or Buy,,Want To SeeSeen
12,,Girl,,2020,16+,4.8/10,60/100,+ Rent or Buy,,Want To SeeSeen
13,,Boyhood,,2014,18+,7.9/10,76/100,+ Rent or Buy,,Want To SeeSeen
14,,Miss Bala,,2019,13+,5.8/10,61/100,+ Rent or Buy,,Want To SeeSeen
15,,Tropic Thunder,,2008,18+,7.0/10,76/100,+ Rent or Buy,,Want To SeeSeen
16,,Mute,,2018,18+,5.5/10,62/100,,,Want To SeeSeen
17,,mother!,,2017,18+,6.6/10,71/100,+ Rent or Buy,,Want To SeeSeen
18,,The Strangers: Prey at Night,,2018,18+,5.2/10,61/100,+ Rent or Buy,,Want To SeeSeen
19,,Spider-Man 3,,2007,13+,6.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
20,,The Last Cruise,,2021,16+,6.4/10,55/100,,,Want To SeeSeen
21,,Ne Zha,,2019,N/A,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
22,,Radioactive,,2020,13+,6.2/10,65/100,,,Want To SeeSeen
23,,Along with the Gods: The Two Worlds,,2017,7+,7.3/10,66/100,hiya+ Rent or Buy,,Want To SeeSeen
24,,Nerve,,2016,13+,6.5/10,69/100,Rent or Buy,,Want To SeeSeen
25,,Sierra Burgess Is a Loser,,2018,13+,5.8/10,67/100,,,Want To SeeSeen
26,,Justice League: The Flashpoint Paradox,,2013,13+,8.1/10,90/100,+ Rent or Buy,,Want To SeeSeen
27,,The Book of Eli,,2010,18+,6.9/10,74/100,+ Rent or Buy,,Want To SeeSeen
28,,Cars 2,,2011,all,6.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
29,,Velvet Buzzsaw,,2019,18+,5.7/10,68/100,,,Want To SeeSeen
30,,Fury,,2014,18+,7.5/10,78/100,Rent or Buy,,Want To SeeSeen
31,,Red Sparrow,,2018,18+,6.6/10,71/100,+ Rent or Buy,,Want To SeeSeen
32,,Flipped,,2010,7+,7.7/10,74/100,+ Rent or Buy,,Want To SeeSeen
33,,Hold the Dark,,2018,N/A,5.6/10,76/100,,,Want To SeeSeen
34,,Richard Jewell,,2019,18+,7.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
35,,The Way Back,,2010,13+,7.3/10,73/100,+ Rent or Buy,,Want To SeeSeen
36,,Unstoppable,,2010,13+,6.8/10,73/100,+ Rent or Buy,,Want To SeeSeen
37,,Pitch Perfect,,2012,13+,7.1/10,76/100,+ Rent or Buy,,Want To SeeSeen
38,,Hachi: A Dog's Tale,,2009,all,8.1/10,78/100,+ Rent or Buy,,Want To SeeSeen
39,,Halston,,2019,N/A,6.9/10,57/100,+ Rent or Buy,,Want To SeeSeen
40,,Batman: The Killing Joke,,2016,18+,6.4/10,67/100,+ Rent or Buy,,Want To SeeSeen
41,,"Endings, Beginnings",,2020,N/A,5.7/10,58/100,+ Rent or Buy,,Want To SeeSeen
42,,Tune in for Love,,2019,N/A,7.1/10,59/100,,,Want To SeeSeen
43,,The Escort,,2015,N/A,6.0/10,64/100,+ Rent or Buy,,Want To SeeSeen
44,,Homunculus,,2021,N/A,5.6/10,55/100,,,Want To SeeSeen
45,,When We First Met,,2018,16+,6.4/10,72/100,,,Want To SeeSeen
46,,Changeling,,2008,18+,7.7/10,75/100,+ Rent or Buy,,Want To SeeSeen
47,,Melancholia,,2011,18+,7.2/10,74/100,+ Rent or Buy,,Want To SeeSeen
48,,Black Swan,,2010,18+,8.0/10,79/100,Rent or Buy,,Want To SeeSeen
49,,We Have Always Lived in the Castle,,2018,N/A,5.6/10,58/100,+ Rent or Buy,,Want To SeeSeen
0,,Children of Men,,2006,18+,7.9/10,80/100,+ Rent or Buy,,Want To SeeSeen
1,,Jack Reacher: Never Go Back,,2016,13+,6.1/10,70/100,Rent or Buy,,Want To SeeSeen
2,,Inside Man: Most Wanted,,2019,18+,5.6/10,57/100,+ Rent or Buy,,Want To SeeSeen
3,,Zack and Miri Make a Porno,,2008,18+,6.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
4,,Uncle Tom,,2020,all,8.9/10,66/100,+ Rent or Buy,,Want To SeeSeen
5,,28 Weeks Later,,2007,18+,7.0/10,75/100,+ Rent or Buy,,Want To SeeSeen
6,,The Last Full Measure,,2020,18+,6.8/10,66/100,+ Rent or Buy,,Want To SeeSeen
7,,Star Trek,,2009,13+,7.9/10,80/100,Rent or Buy,,Want To SeeSeen
8,,Hot Fuzz,,2007,18+,7.8/10,80/100,+ Rent or Buy,,Want To SeeSeen
9,,Shoplifters,,2018,18+,7.9/10,73/100,+ Rent or Buy,,Want To SeeSeen
10,,Calibre,,2018,18+,6.8/10,80/100,,,Want To SeeSeen
11,,Before I Wake,,2016,13+,6.2/10,74/100,+ Rent or Buy,,Want To SeeSeen
12,,Kung Fu Panda,,2008,7+,7.5/10,76/100,Rent or Buy,,Want To SeeSeen
13,,Sultan,,2016,N/A,7.0/10,81/100,+ Rent or Buy,,Want To SeeSeen
14,,Bone Tomahawk,,2015,N/A,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
15,,Scooby-Doo! The Sword and the Scoob,,2021,N/A,6.3/10,51/100,Rent or Buy,,Want To SeeSeen
16,,Johnny English Strikes Again,,2018,7+,6.2/10,64/100,Rent or Buy,,Want To SeeSeen
17,,Attack the Block,,2011,18+,6.6/10,71/100,+ Rent or Buy,,Want To SeeSeen
18,,The Incredible Hulk,,2008,13+,6.7/10,74/100,Rent or Buy,,Want To SeeSeen
19,,Steve Jobs,,2015,18+,7.2/10,73/100,+ Rent or Buy,,Want To SeeSeen
20,,Green Room,,2016,18+,7.0/10,71/100,+ Rent or Buy,,Want To SeeSeen
21,,Operation Varsity Blues: The College Admissions Scandal,,2021,18+,7.0/10,60/100,,,Want To SeeSeen
22,,The Stand In,,2020,18+,4.6/10,55/100,+ Rent or Buy,,Want To SeeSeen
23,,Escape Plan 2: Hades,,2018,18+,3.9/10,57/100,+ Rent or Buy,,Want To SeeSeen
24,,Creep,,2014,18+,6.3/10,66/100,+ Rent or Buy,,Want To SeeSeen
25,,Pirates of the Caribbean: Dead Man's Chest,,2006,13+,7.3/10,78/100,+ Rent or Buy,,Want To SeeSeen
26,,The Skin I Live In,,2011,18+,7.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
27,,San Andreas,,2015,13+,6.1/10,69/100,Rent or Buy,,Want To SeeSeen
28,,The Last Summer,,2019,16+,5.6/10,59/100,,,Want To SeeSeen
29,,Pandorum,,2009,18+,6.7/10,73/100,+ Rent or Buy,,Want To SeeSeen
30,,Hotel Transylvania 2,,2015,7+,6.7/10,70/100,Rent or Buy,,Want To SeeSeen
31,,Harry Potter and the Half-Blood Prince,,2009,7+,7.6/10,78/100,+ Rent or Buy,,Want To SeeSeen
32,,Overlord,,2018,18+,6.6/10,71/100,Rent or Buy,,Want To SeeSeen
33,,Invader ZIM: Enter the Florpus,,2019,7+,7.5/10,82/100,,,Want To SeeSeen
34,,Rough Night,,2017,18+,5.2/10,62/100,+ Rent or Buy,,Want To SeeSeen
35,,Singularity,,2017,13+,3.8/10,55/100,+ Rent or Buy,,Want To SeeSeen
36,,Rendez-Vous,,2015,13+,5.7/10,61/100,+ Rent or Buy,,Want To SeeSeen
37,,The Grinch,,2018,7+,6.3/10,66/100,Rent or Buy,,Want To SeeSeen
38,,Harry Potter and the Order of the Phoenix,,2007,13+,7.5/10,78/100,+ Rent or Buy,,Want To SeeSeen
39,,Star Trek Into Darkness,,2013,13+,7.7/10,78/100,Rent or Buy,,Want To SeeSeen
40,,Coraline,,2009,7+,7.7/10,76/100,Rent or Buy,,Want To SeeSeen
41,,Batman: Death in the Family,,2020,18+,5.5/10,57/100,+ Rent or Buy,,Want To SeeSeen
42,,Housebound,,2014,18+,6.8/10,82/100,+ Rent or Buy,,Want To SeeSeen
43,,Dracula Untold,,2014,13+,6.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
44,,The Kindergarten Teacher,,2018,18+,6.7/10,77/100,,,Want To SeeSeen
45,,The Endless,,2018,N/A,6.5/10,66/100,+ Rent or Buy,,Want To SeeSeen
46,,Sorority Sister Killer,,2021,16+,5.8/10,48/100,+ Rent or Buy,,Want To SeeSeen
47,,Saw,,2004,18+,7.6/10,78/100,+ Rent or Buy,,Want To SeeSeen
48,,Mosul,,2020,N/A,7.2/10,68/100,,,Want To SeeSeen
49,,Robot & Frank,,2012,13+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
0,,American Ultra,,2015,18+,6.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
1,,Above Suspicion,,2019,18+,5.6/10,55/100,Rent or Buy,,Want To SeeSeen
2,,Blue Jasmine,,2013,13+,7.3/10,72/100,+ Rent or Buy,,Want To SeeSeen
3,,True Grit,,2010,13+,7.6/10,77/100,+ Rent or Buy,,Want To SeeSeen
4,,Carol,,2015,18+,7.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
5,,Shirley,,2020,18+,6.2/10,62/100,+ Rent or Buy,,Want To SeeSeen
6,,The Boss Baby,,2017,7+,6.3/10,69/100,Rent or Buy,,Want To SeeSeen
7,,Beyond Skyline,,2017,18+,5.3/10,62/100,+ Rent or Buy,,Want To SeeSeen
8,,Madagascar 3: Europe's Most Wanted,,2012,7+,6.8/10,72/100,+ Rent or Buy,,Want To SeeSeen
9,,Minions,,2015,7+,6.4/10,71/100,Rent or Buy,,Want To SeeSeen
10,,God's Own Country,,2017,N/A,7.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
11,,Paddleton,,2019,18+,7.2/10,80/100,,,Want To SeeSeen
12,,22 Jump Street,,2014,18+,7.0/10,74/100,Rent or Buy,,Want To SeeSeen
13,,The Art of Racing in the Rain,,2019,7+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
14,,Dolittle,,2020,7+,5.6/10,66/100,+ Rent or Buy,,Want To SeeSeen
15,,Bad Moms,,2016,18+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
16,,Dawn of the Planet of the Apes,,2014,13+,7.6/10,76/100,+ Rent or Buy,,Want To SeeSeen
17,,The Guilty,,2018,18+,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
18,,Cloverfield,,2008,13+,7.0/10,74/100,+ Rent or Buy,,Want To SeeSeen
19,,Hating Peter Tatchell,,2020,N/A,8.1/10,48/100,,,Want To SeeSeen
20,,I Feel Pretty,,2018,13+,5.5/10,64/100,+ Rent or Buy,,Want To SeeSeen
21,,Tangled,,2010,7+,7.7/10,79/100,+ Rent or Buy,,Want To SeeSeen
22,,Foxcatcher,,2014,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
23,,Mamma Mia!,,2008,13+,6.4/10,72/100,+ Rent or Buy,,Want To SeeSeen
24,,No Escape,,2015,18+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
25,,Bāhubali: The Beginning,,2015,13+,8.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
26,,Sinister,,2012,18+,6.8/10,73/100,+ Rent or Buy,,Want To SeeSeen
27,,Barbie: Princess Adventure,,2020,all,5.6/10,48/100,,,Want To SeeSeen
28,,Boy Erased,,2018,18+,6.9/10,66/100,+ Rent or Buy,,Want To SeeSeen
29,,Horse Girl,,2020,18+,5.9/10,69/100,,,Want To SeeSeen
30,,The Book of Life,,2014,7+,7.3/10,71/100,+ Rent or Buy,,Want To SeeSeen
31,,Café Society,,2016,13+,6.6/10,66/100,+ Rent or Buy,,Want To SeeSeen
32,,A Ghost Story,,2017,18+,6.9/10,69/100,+ Rent or Buy,,Want To SeeSeen
33,,Won't You Be My Neighbor?,,2018,13+,8.4/10,73/100,+ Rent or Buy,,Want To SeeSeen
34,,Self/less,,2015,13+,6.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
35,,The Special,,2020,N/A,4.8/10,52/100,+ Rent or Buy,,Want To SeeSeen
36,,Judy,,2019,13+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
