,,Title,,Year,Rating,,,Available On,,
47,,Don't Listen,,2020,N/A,6.1/10,59/100,,,Want To SeeSeen
48,,Coherence,,2013,7+,7.2/10,75/100,+Rent or Buy,,Want To SeeSeen
49,,The Interview,,2014,18+,6.5/10,71/100,+Rent or Buy,,Want To SeeSeen
0,,Chemical Hearts,,2020,18+,6.3/10,63/100,,,Want To SeeSeen
1,,The Kissing Booth 2,,2020,N/A,5.8/10,64/100,,,Want To SeeSeen
2,,Southpaw,,2015,18+,7.4/10,74/100,+Rent or Buy,,Want To SeeSeen
3,,It Comes at Night,,2017,18+,6.2/10,69/100,+Rent or Buy,,Want To SeeSeen
4,,Hotel Transylvania,,2012,7+,7.1/10,74/100,+Rent or Buy,,Want To SeeSeen
5,,Brittany Runs a Marathon,,2019,18+,6.8/10,82/100,,,Want To SeeSeen
6,,High-Rise,,2015,18+,5.6/10,65/100,+Rent or Buy,,Want To SeeSeen
7,,The Babysitter,,2017,18+,6.3/10,78/100,,,Want To SeeSeen
8,,The Hunger Games: Mockingjay - Part 2,,2015,13+,6.6/10,74/100,+Rent or Buy,,Want To SeeSeen
9,,Wild Mountain Thyme,,2020,13+,5.6/10,61/100,+Rent or Buy,,Want To SeeSeen
10,,Mandy,,2018,18+,6.5/10,69/100,+Rent or Buy,,Want To SeeSeen
11,,Bad Education,,2019,18+,7.1/10,69/100,+Rent or Buy,,Want To SeeSeen
12,,How to Train Your Dragon: Homecoming,,2019,7+,7.4/10,65/100,+Rent or Buy,,Want To SeeSeen
13,,Room,,2015,18+,8.1/10,79/100,+Rent or Buy,,Want To SeeSeen
14,,It Follows,,2015,18+,6.8/10,74/100,+Rent or Buy,,Want To SeeSeen
15,,The Shack,,2017,13+,6.3/10,68/100,+Rent or Buy,,Want To SeeSeen
16,,Moonrise Kingdom,,2012,13+,7.8/10,79/100,+Rent or Buy,,Want To SeeSeen
17,,American Pie Presents: Girls' Rules,,2020,18+,3.8/10,58/100,+Rent or Buy,,Want To SeeSeen
18,,Minding the Gap,,2018,18+,8.1/10,86/100,,,Want To SeeSeen
19,,Secret Magic Control Agency,,2021,7+,6.2/10,61/100,,,Want To SeeSeen
20,,Five Feet Apart,,2019,13+,7.2/10,70/100,+Rent or Buy,,Want To SeeSeen
21,,Wreck-It Ralph,,2012,7+,7.7/10,79/100,+Rent or Buy,,Want To SeeSeen
22,,Paddington 2,,2017,7+,7.8/10,75/100,+Rent or Buy,,Want To SeeSeen
23,,The Perfection,,2018,18+,6.1/10,80/100,,,Want To SeeSeen
24,,"Crazy, Stupid, Love.",,2011,13+,7.4/10,79/100,+Rent or Buy,,Want To SeeSeen
25,,The World to Come,,2020,18+,6.2/10,61/100,Rent or Buy,,Want To SeeSeen
26,,How to Train Your Dragon,,2010,7+,8.1/10,82/100,+Rent or Buy,,Want To SeeSeen
27,,The Girl with the Dragon Tattoo,,2011,18+,7.8/10,80/100,+Rent or Buy,,Want To SeeSeen
28,,Atomic Blonde,,2017,18+,6.7/10,72/100,Rent or Buy,,Want To SeeSeen
29,,Pacific Rim,,2013,13+,6.9/10,75/100,Rent or Buy,,Want To SeeSeen
30,,The Mule,,2018,18+,7.0/10,71/100,+Rent or Buy,,Want To SeeSeen
31,,Penguins of Madagascar,,2014,7+,6.7/10,70/100,+Rent or Buy,,Want To SeeSeen
32,,Songbird,,2020,13+,4.7/10,60/100,+Rent or Buy,,Want To SeeSeen
33,,Home,,2015,7+,6.6/10,71/100,+Rent or Buy,,Want To SeeSeen
34,,Sabotage,,2014,18+,5.7/10,65/100,+Rent or Buy,,Want To SeeSeen
35,,Always Be My Maybe,,2019,13+,6.8/10,84/100,,,Want To SeeSeen
36,,My Spy,,2020,13+,6.3/10,73/100,,,Want To SeeSeen
37,,Little Fish,,2021,16+,6.9/10,62/100,+Rent or Buy,,Want To SeeSeen
38,,Flora & Ulysses,,2021,7+,6.3/10,61/100,,,Want To SeeSeen
39,,The Grand Budapest Hotel,,2014,18+,8.1/10,83/100,Rent or Buy,,Want To SeeSeen
40,,The Fate of the Furious,,2017,13+,6.6/10,73/100,Rent or Buy,,Want To SeeSeen
41,,"Love, Rosie",,2014,18+,7.2/10,74/100,+Rent or Buy,,Want To SeeSeen
42,,Color Out of Space,,2020,18+,6.2/10,66/100,+Rent or Buy,,Want To SeeSeen
43,,Fruitvale Station,,2013,18+,7.5/10,89/100,+Rent or Buy,,Want To SeeSeen
44,,Boruto: Naruto the Movie,,2015,13+,7.9/10,67/100,Rent or Buy,,Want To SeeSeen
45,,The Help,,2011,13+,8.0/10,80/100,+Rent or Buy,,Want To SeeSeen
46,,Legend,,2015,18+,6.9/10,73/100,+Rent or Buy,,Want To SeeSeen
47,,Abominable,,2019,7+,7.0/10,69/100,+Rent or Buy,,Want To SeeSeen
48,,The Witch,,2015,18+,6.9/10,73/100,+Rent or Buy,,Want To SeeSeen
49,,The First Purge,,2018,18+,5.2/10,63/100,+Rent or Buy,,Want To SeeSeen
0,,Baywatch,,2017,18+,5.5/10,67/100,Rent or Buy,,Want To SeeSeen
1,,Our Friend,,2021,18+,7.3/10,67/100,Rent or Buy,,Want To SeeSeen
2,,Iron Man 2,,2010,13+,7.0/10,78/100,+ Rent or Buy,,Want To SeeSeen
3,,Vacation,,2015,18+,6.1/10,67/100,+ Rent or Buy,,Want To SeeSeen
4,,Private Life,,2018,18+,7.2/10,82/100,,,Want To SeeSeen
5,,The Map of Tiny Perfect Things,,2021,13+,6.8/10,67/100,,,Want To SeeSeen
6,,Lion,,2016,13+,8.0/10,79/100,+ Rent or Buy,,Want To SeeSeen
7,,Sleepless,,2017,18+,5.6/10,65/100,+ Rent or Buy,,Want To SeeSeen
8,,Brightburn,,2019,18+,6.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
9,,Knock Knock,,2015,18+,4.9/10,65/100,+ Rent or Buy,,Want To SeeSeen
10,,Together Together,,2021,18+,6.5/10,62/100,Rent or Buy,,Want To SeeSeen
11,,Argo,,2012,18+,7.7/10,80/100,+ Rent or Buy,,Want To SeeSeen
12,,The Wailing,,2016,18+,7.4/10,72/100,hiya+ Rent or Buy,,Want To SeeSeen
13,,Deadly Illusions,,2021,N/A,3.6/10,52/100,,,Want To SeeSeen
14,,21 Jump Street,,2012,18+,7.2/10,77/100,+ Rent or Buy,,Want To SeeSeen
15,,On Body and Soul,,2017,N/A,7.6/10,84/100,,,Want To SeeSeen
16,,99 Songs,,2021,N/A,8.3/10,57/100,,,Want To SeeSeen
17,,Dance of the 41,,2020,N/A,6.9/10,55/100,,,Want To SeeSeen
18,,Just Mercy,,2019,13+,7.6/10,73/100,+ Rent or Buy,,Want To SeeSeen
19,,Can You Keep a Secret?,,2019,N/A,5.3/10,59/100,+ Rent or Buy,,Want To SeeSeen
20,,Mission: Impossible - Ghost Protocol,,2011,13+,7.4/10,78/100,+ Rent or Buy,,Want To SeeSeen
21,,The Last Thing He Wanted,,2020,18+,4.3/10,49/100,,,Want To SeeSeen
22,,Scott Pilgrim vs. the World,,2010,13+,7.5/10,79/100,+ Rent or Buy,,Want To SeeSeen
23,,Get In,,2019,18+,5.6/10,75/100,+ Rent or Buy,,Want To SeeSeen
24,,Captain America: The First Avenger,,2011,13+,6.9/10,79/100,+ Rent or Buy,,Want To SeeSeen
25,,The Social Network,,2010,13+,7.7/10,80/100,+ Rent or Buy,,Want To SeeSeen
26,,Time,,2020,13+,6.8/10,73/100,,,Want To SeeSeen
27,,Star Wars Biomes,,2021,N/A,7.0/10,56/100,,,Want To SeeSeen
28,,Spies in Disguise,,2019,7+,6.8/10,69/100,+ Rent or Buy,,Want To SeeSeen
29,,Maleficent,,2014,7+,7.0/10,74/100,+ Rent or Buy,,Want To SeeSeen
30,,Upgrade,,2018,18+,7.5/10,74/100,Rent or Buy,,Want To SeeSeen
31,,Black Box,,2020,16+,6.2/10,59/100,,,Want To SeeSeen
32,,The Nest,,2020,18+,6.4/10,64/100,+ Rent or Buy,,Want To SeeSeen
33,,High Life,,2018,18+,5.8/10,65/100,+ Rent or Buy,,Want To SeeSeen
34,,Moneyball,,2011,13+,7.6/10,78/100,+ Rent or Buy,,Want To SeeSeen
35,,Free Solo,,2018,13+,8.2/10,74/100,+ Rent or Buy,,Want To SeeSeen
36,,American Factory,,2019,13+,7.4/10,83/100,,,Want To SeeSeen
37,,Pirates of the Caribbean: On Stranger Tides,,2011,13+,6.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
38,,Talvar,,2015,7+,8.2/10,86/100,+ Rent or Buy,,Want To SeeSeen
39,,The House That Jack Built,,2018,18+,6.8/10,69/100,+ Rent or Buy,,Want To SeeSeen
40,,Silk Road,,2021,18+,5.9/10,60/100,Rent or Buy,,Want To SeeSeen
41,,Thoroughbreds,,2018,18+,6.7/10,65/100,+ Rent or Buy,,Want To SeeSeen
42,,Den of Thieves,,2018,18+,7.0/10,72/100,Rent or Buy,,Want To SeeSeen
43,,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",,2017,18+,7.7/10,88/100,,,Want To SeeSeen
44,,Me Before You,,2016,13+,7.4/10,74/100,Rent or Buy,,Want To SeeSeen
45,,First Cow,,2020,13+,7.1/10,67/100,+ Rent or Buy,,Want To SeeSeen
46,,Colossal,,2017,18+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
47,,The Fundamentals of Caring,,2016,18+,7.3/10,85/100,,,Want To SeeSeen
48,,Malcolm & Marie,,2021,18+,6.7/10,62/100,,,Want To SeeSeen
49,,Friends with Benefits,,2011,18+,6.5/10,74/100,+ Rent or Buy,,Want To SeeSeen
0,,Relic,,2020,18+,6.0/10,65/100,+ Rent or Buy,,Want To SeeSeen
1,,Psycho Goreman,,2021,18+,6.2/10,63/100,+ Rent or Buy,,Want To SeeSeen
2,,22 July,,2018,18+,6.8/10,79/100,,,Want To SeeSeen
3,,The Lego Batman Movie,,2017,7+,7.3/10,74/100,+ Rent or Buy,,Want To SeeSeen
4,,Finding 'Ohana,,2021,7+,6.1/10,63/100,,,Want To SeeSeen
5,,Insidious,,2010,13+,6.8/10,75/100,+ Rent or Buy,,Want To SeeSeen
6,,Primal,,2019,18+,4.9/10,59/100,+ Rent or Buy,,Want To SeeSeen
7,,The Florida Project,,2017,18+,7.6/10,73/100,+ Rent or Buy,,Want To SeeSeen
8,,Spectral,,2016,13+,6.3/10,76/100,,,Want To SeeSeen
9,,Braven,,2018,18+,5.9/10,78/100,+ Rent or Buy,,Want To SeeSeen
10,,Trumbo,,2015,18+,7.5/10,73/100,+ Rent or Buy,,Want To SeeSeen
11,,1922,,2017,18+,6.3/10,80/100,,,Want To SeeSeen
12,,Scary Stories to Tell in the Dark,,2019,13+,6.2/10,67/100,+ Rent or Buy,,Want To SeeSeen
13,,Lights Out,,2016,13+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
14,,Jigsaw,,2017,18+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
15,,Come to Daddy,,2020,18+,6.0/10,63/100,+ Rent or Buy,,Want To SeeSeen
16,,Allegiant,,2016,13+,5.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,Monsters University,,2013,all,7.2/10,76/100,+ Rent or Buy,,Want To SeeSeen
18,,The Impossible,,2012,13+,7.6/10,76/100,+ Rent or Buy,,Want To SeeSeen
19,,Come True,,2021,N/A,6.0/10,60/100,Rent or Buy,,Want To SeeSeen
20,,Bad Hair,,2021,N/A,5.6/10,60/100,,,Want To SeeSeen
21,,Books of Blood,,2020,18+,5.6/10,59/100,,,Want To SeeSeen
22,,War for the Planet of the Apes,,2017,13+,7.4/10,74/100,+ Rent or Buy,,Want To SeeSeen
23,,Fifty Shades Freed,,2018,18+,4.5/10,62/100,Rent or Buy,,Want To SeeSeen
24,,Inglourious Basterds,,2009,18+,8.3/10,83/100,+ Rent or Buy,,Want To SeeSeen
25,,Rise of the Mummy,,2021,18+,2.7/10,41/100,,,Want To SeeSeen
26,,The Christmas Chronicles: Part Two,,2020,7+,6.0/10,71/100,,,Want To SeeSeen
27,,Super 8,,2011,13+,7.0/10,76/100,+ Rent or Buy,,Want To SeeSeen
28,,Bridesmaids,,2011,18+,6.8/10,75/100,+ Rent or Buy,,Want To SeeSeen
29,,Shot Caller,,2017,18+,7.3/10,72/100,+ Rent or Buy,,Want To SeeSeen
30,,One Piece: Stampede,,2019,16+,7.7/10,65/100,+ Rent or Buy,,Want To SeeSeen
31,,Mary Poppins Returns,,2018,7+,6.7/10,69/100,+ Rent or Buy,,Want To SeeSeen
32,,The Strange House,,2020,18+,5.5/10,53/100,,,Want To SeeSeen
33,,Logan Lucky,,2017,13+,7.0/10,74/100,+ Rent or Buy,,Want To SeeSeen
34,,Ted 2,,2015,18+,6.3/10,69/100,Rent or Buy,,Want To SeeSeen
35,,(500) Days of Summer,,2009,13+,7.7/10,80/100,+ Rent or Buy,,Want To SeeSeen
36,,Come Play,,2020,13+,5.7/10,69/100,Rent or Buy,,Want To SeeSeen
37,,The Wolf of Snow Hollow,,2020,18+,6.2/10,64/100,+ Rent or Buy,,Want To SeeSeen
38,,Fantastic Beasts and Where to Find Them,,2016,13+,7.3/10,76/100,+ Rent or Buy,,Want To SeeSeen
39,,The Lego Movie,,2014,7+,7.7/10,77/100,+ Rent or Buy,,Want To SeeSeen
40,,Scouts Guide to the Zombie Apocalypse,,2015,18+,6.3/10,66/100,+ Rent or Buy,,Want To SeeSeen
41,,Annabelle,,2014,18+,5.4/10,66/100,Rent or Buy,,Want To SeeSeen
42,,A Secret Love,,2020,18+,7.9/10,84/100,,,Want To SeeSeen
43,,Words on Bathroom Walls,,2020,13+,7.2/10,65/100,+ Rent or Buy,,Want To SeeSeen
44,,Looper,,2012,18+,7.4/10,77/100,+ Rent or Buy,,Want To SeeSeen
45,,Peter Rabbit,,2018,7+,6.6/10,66/100,+ Rent or Buy,,Want To SeeSeen
46,,The Nightingale,,2018,18+,7.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
47,,White House Down,,2013,13+,6.3/10,71/100,+ Rent or Buy,,Want To SeeSeen
48,,The 5th Wave,,2016,13+,5.2/10,66/100,+ Rent or Buy,,Want To SeeSeen
49,,Dave Chappelle: Sticks & Stones,,2019,18+,8.5/10,80/100,,,Want To SeeSeen
0,,Ammonite,,2020,18+,6.5/10,65/100,+ Rent or Buy,,Want To SeeSeen
1,,The Boy Who Harnessed the Wind,,2019,7+,7.6/10,85/100,,,Want To SeeSeen
2,,Mission: Impossible - Rogue Nation,,2015,13+,7.4/10,76/100,Rent or Buy,,Want To SeeSeen
3,,The Twilight Saga: Breaking Dawn - Part 2,,2012,13+,5.5/10,67/100,+ Rent or Buy,,Want To SeeSeen
4,,American Animals,,2018,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
5,,The Town,,2010,18+,7.5/10,77/100,+ Rent or Buy,,Want To SeeSeen
6,,Snowden,,2016,18+,7.3/10,75/100,+ Rent or Buy,,Want To SeeSeen
7,,The Death of Stalin,,2017,18+,7.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
8,,The Invitation,,2015,N/A,6.6/10,71/100,+ Rent or Buy,,Want To SeeSeen
9,,Fist Fight,,2017,16+,5.6/10,65/100,+ Rent or Buy,,Want To SeeSeen
10,,#Alive,,2020,N/A,6.3/10,62/100,,,Want To SeeSeen
11,,Pitch Perfect 3,,2017,13+,5.8/10,66/100,Rent or Buy,,Want To SeeSeen
12,,Super Me,,2021,N/A,5.8/10,53/100,,,Want To SeeSeen
13,,Thor,,2011,13+,7.0/10,78/100,+ Rent or Buy,,Want To SeeSeen
14,,The Purge,,2013,18+,5.7/10,68/100,Rent or Buy,,Want To SeeSeen
15,,Gods of Egypt,,2016,13+,5.4/10,66/100,+ Rent or Buy,,Want To SeeSeen
16,,Mortal Engines,,2018,13+,6.1/10,69/100,+ Rent or Buy,,Want To SeeSeen
17,,The Boy from Medellín,,2020,18+,5.8/10,50/100,,,Want To SeeSeen
18,,Teenage Mutant Ninja Turtles,,2014,13+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
19,,Yesterday,,2019,13+,6.8/10,72/100,+ Rent or Buy,,Want To SeeSeen
20,,Girl in the Basement,,2021,16+,6.3/10,66/100,+ Rent or Buy,,Want To SeeSeen
21,,Paddington,,2014,7+,7.2/10,73/100,+ Rent or Buy,,Want To SeeSeen
22,,The Purge: Anarchy,,2014,18+,6.4/10,69/100,Rent or Buy,,Want To SeeSeen
23,,Dragonheart: Vengeance,,2020,13+,5.3/10,58/100,+ Rent or Buy,,Want To SeeSeen
24,,La Llorona,,2020,N/A,6.6/10,61/100,+ Rent or Buy,,Want To SeeSeen
25,,Trauma Center,,2019,18+,4.2/10,55/100,+ Rent or Buy,,Want To SeeSeen
26,,Pacific Rim: Uprising,,2018,13+,5.6/10,67/100,+ Rent or Buy,,Want To SeeSeen
27,,Escape From Pretoria,,2020,13+,6.8/10,67/100,+ Rent or Buy,,Want To SeeSeen
28,,Kubo and the Two Strings,,2016,7+,7.8/10,74/100,Rent or Buy,,Want To SeeSeen
29,,Our Towns,,2021,N/A,6.1/10,53/100,,,Want To SeeSeen
30,,Death to 2020,,2020,18+,6.8/10,67/100,,,Want To SeeSeen
31,,Justice League Dark: Apokolips War,,2020,18+,7.8/10,69/100,+ Rent or Buy,,Want To SeeSeen
32,,The Accountant,,2016,18+,7.3/10,76/100,+ Rent or Buy,,Want To SeeSeen
33,,The Finest Hours,,2016,13+,6.8/10,69/100,+ Rent or Buy,,Want To SeeSeen
34,,The Belko Experiment,,2016,18+,6.1/10,69/100,+ Rent or Buy,,Want To SeeSeen
35,,The Legend of Tarzan,,2016,13+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
36,,I Lost My Body,,2019,18+,7.6/10,85/100,,,Want To SeeSeen
37,,At Eternity's Gate,,2018,13+,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
38,,The Girl with All the Gifts,,2016,18+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
39,,Zero Dark Thirty,,2012,18+,7.4/10,76/100,+ Rent or Buy,,Want To SeeSeen
40,,The Infiltrator,,2016,18+,7.0/10,71/100,+ Rent or Buy,,Want To SeeSeen
41,,Rango,,2011,7+,7.2/10,75/100,+ Rent or Buy,,Want To SeeSeen
42,,Open 24 Hours,,2018,18+,5.5/10,57/100,+ Rent or Buy,,Want To SeeSeen
43,,Thappad,,2020,N/A,6.8/10,80/100,,,Want To SeeSeen
44,,Serenity,,2019,18+,5.4/10,63/100,+ Rent or Buy,,Want To SeeSeen
45,,Penguin Bloom,,2021,N/A,6.8/10,62/100,,,Want To SeeSeen
46,,The Lego Movie 2: The Second Part,,2019,7+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
47,,Knowing,,2009,13+,6.2/10,71/100,+ Rent or Buy,,Want To SeeSeen
48,,Nymphomaniac: Vol. II,,2013,18+,6.7/10,71/100,+ Rent or Buy,,Want To SeeSeen
49,,A Week Away,,2021,18+,5.7/10,58/100,,,Want To SeeSeen
0,,Fatman,,2020,18+,5.9/10,64/100,+ Rent or Buy,,Want To SeeSeen
1,,"Quo vadis, Aida?",,2021,N/A,7.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
2,,Sorry to Bother You,,2018,18+,6.9/10,71/100,+ Rent or Buy,,Want To SeeSeen
3,,Pad Man,,2018,13+,7.9/10,83/100,,,Want To SeeSeen
4,,Small Town Crime,,2018,18+,6.6/10,64/100,+ Rent or Buy,,Want To SeeSeen
5,,Polar,,2019,18+,6.3/10,72/100,,,Want To SeeSeen
6,,Crisis,,2021,18+,6.1/10,61/100,+ Rent or Buy,,Want To SeeSeen
7,,Harriet,,2019,13+,6.6/10,66/100,+ Rent or Buy,,Want To SeeSeen
8,,Boogie,,2021,18+,5.2/10,54/100,Rent or Buy,,Want To SeeSeen
9,,The Lincoln Lawyer,,2011,18+,7.3/10,76/100,+ Rent or Buy,,Want To SeeSeen
10,,Buffaloed,,2020,N/A,6.3/10,61/100,+ Rent or Buy,,Want To SeeSeen
11,,Before I Fall,,2017,13+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
12,,Chef,,2014,18+,7.3/10,75/100,+ Rent or Buy,,Want To SeeSeen
13,,Goodnight Mommy,,2014,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
14,,The Two Popes,,2019,13+,7.6/10,76/100,,,Want To SeeSeen
15,,The Raid,,2012,18+,7.6/10,76/100,+ Rent or Buy,,Want To SeeSeen
16,,First Reformed,,2018,16+,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,Cinderella,,2015,7+,6.9/10,71/100,Rent or Buy,,Want To SeeSeen
18,,The Devil Has a Name,,2021,18+,5.4/10,52/100,+ Rent or Buy,,Want To SeeSeen
19,,Source Code,,2011,13+,7.5/10,77/100,+ Rent or Buy,,Want To SeeSeen
20,,The Mortuary Collection,,2019,N/A,6.4/10,67/100,+ Rent or Buy,,Want To SeeSeen
21,,Cinema Bandi,,2021,all,8.2/10,60/100,,,Want To SeeSeen
22,,Kung Fu Panda 2,,2011,7+,7.2/10,75/100,+ Rent or Buy,,Want To SeeSeen
23,,Irresistible,,2020,18+,6.3/10,65/100,+ Rent or Buy,,Want To SeeSeen
24,,Tomorrowland,,2015,7+,6.4/10,71/100,+ Rent or Buy,,Want To SeeSeen
25,,John Mulaney: Kid Gorgeous at Radio City,,2018,18+,8.0/10,85/100,,,Want To SeeSeen
26,,Elysium,,2013,18+,6.6/10,73/100,+ Rent or Buy,,Want To SeeSeen
27,,The Hate U Give,,2018,13+,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
28,,Late Night,,2019,18+,6.5/10,80/100,,,Want To SeeSeen
29,,Trial by Fire,,2019,18+,7.0/10,63/100,+ Rent or Buy,,Want To SeeSeen
30,,BlacKkKlansman,,2018,18+,7.5/10,75/100,Rent or Buy,,Want To SeeSeen
31,,What We Do in the Shadows,,2014,18+,7.7/10,76/100,+ Rent or Buy,,Want To SeeSeen
32,,Dredd,,2012,18+,7.1/10,76/100,+ Rent or Buy,,Want To SeeSeen
33,,We Can Be Heroes,,2020,7+,4.7/10,54/100,,,Want To SeeSeen
34,,How It Ends,,2018,18+,5.0/10,58/100,,,Want To SeeSeen
35,,Unsane,,2018,18+,6.4/10,67/100,+ Rent or Buy,,Want To SeeSeen
36,,Fast & Furious 6,,2013,13+,7.0/10,75/100,+ Rent or Buy,,Want To SeeSeen
37,,The Cabin in the Woods,,2012,18+,7.0/10,76/100,+ Rent or Buy,,Want To SeeSeen
38,,Ferdinand,,2017,7+,6.7/10,69/100,+ Rent or Buy,,Want To SeeSeen
39,,The Distinguished Citizen,,2016,N/A,7.5/10,83/100,,,Want To SeeSeen
40,,The Dead Don't Die,,2019,18+,5.5/10,65/100,+ Rent or Buy,,Want To SeeSeen
41,,Scoob!,,2020,7+,5.7/10,64/100,+ Rent or Buy,,Want To SeeSeen
42,,London Has Fallen,,2016,18+,5.9/10,69/100,Rent or Buy,,Want To SeeSeen
43,,Fantastic Beasts: The Crimes of Grindelwald,,2018,13+,6.5/10,71/100,Rent or Buy,,Want To SeeSeen
44,,Ma,,2019,18+,5.6/10,64/100,Rent or Buy,,Want To SeeSeen
45,,The Hater,,2020,18+,7.1/10,80/100,,,Want To SeeSeen
46,,Marrowbone,,2017,18+,6.7/10,67/100,+ Rent or Buy,,Want To SeeSeen
47,,Green Lantern,,2011,13+,5.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
48,,Dumbo,,2019,7+,6.3/10,67/100,+ Rent or Buy,,Want To SeeSeen
49,,Godzilla,,2014,13+,6.4/10,74/100,Rent or Buy,,Want To SeeSeen
0,,The Amazing Spider-Man,,2012,13+,6.9/10,76/100,+ Rent or Buy,,Want To SeeSeen
1,,The Silencing,,2020,18+,6.2/10,64/100,+ Rent or Buy,,Want To SeeSeen
2,,Harry Potter and the Deathly Hallows: Part 1,,2010,13+,7.7/10,79/100,+ Rent or Buy,,Want To SeeSeen
3,,TINA,,2021,18+,8.1/10,65/100,,,Want To SeeSeen
4,,Intersect,,2020,18+,3.8/10,53/100,+ Rent or Buy,,Want To SeeSeen
5,,Papillon,,2017,18+,7.2/10,71/100,+ Rent or Buy,,Want To SeeSeen
6,,The 12th Man,,2017,N/A,7.4/10,69/100,+ Rent or Buy,,Want To SeeSeen
7,,The Good Liar,,2019,18+,6.6/10,66/100,+ Rent or Buy,,Want To SeeSeen
8,,You Were Never Really Here,,2017,18+,6.8/10,71/100,+ Rent or Buy,,Want To SeeSeen
9,,Mamma Mia! Here We Go Again,,2018,13+,6.6/10,69/100,Rent or Buy,,Want To SeeSeen
10,,State of Play,,2009,13+,7.1/10,74/100,+ Rent or Buy,,Want To SeeSeen
11,,Kajillionaire,,2020,18+,6.5/10,64/100,Rent or Buy,,Want To SeeSeen
12,,Toy Story 3,,2010,all,8.2/10,82/100,+ Rent or Buy,,Want To SeeSeen
13,,Silver Linings Playbook,,2012,18+,7.7/10,78/100,+ Rent or Buy,,Want To SeeSeen
14,,Captive State,,2019,13+,6.0/10,64/100,+ Rent or Buy,,Want To SeeSeen
15,,On the Rocks,,2020,18+,6.5/10,76/100,,,Want To SeeSeen
16,,Happy as Lazzaro,,2018,13+,7.5/10,82/100,,,Want To SeeSeen
17,,The Whole Truth,,2016,18+,6.2/10,67/100,+ Rent or Buy,,Want To SeeSeen
18,,Under the Skin,,2014,16+,6.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
19,,Watchmen,,2009,18+,7.6/10,79/100,+ Rent or Buy,,Want To SeeSeen
20,,Shéhérazade,,2018,18+,7.1/10,62/100,,,Want To SeeSeen
21,,The Power,,2021,N/A,5.6/10,60/100,,,Want To SeeSeen
22,,The Assistant,,2020,18+,6.3/10,65/100,+ Rent or Buy,,Want To SeeSeen
23,,Madame Claude,,2021,18+,5.4/10,57/100,,,Want To SeeSeen
24,,Unbroken,,2014,13+,7.2/10,71/100,Rent or Buy,,Want To SeeSeen
25,,Dragon Ball Super: Broly,,2018,7+,7.9/10,68/100,Rent or Buy,,Want To SeeSeen
26,,Artemis Fowl,,2020,7+,4.2/10,58/100,,,Want To SeeSeen
27,,Don't Breathe,,2016,18+,7.1/10,74/100,+ Rent or Buy,,Want To SeeSeen
28,,Life Itself,,2018,18+,6.9/10,70/100,,,Want To SeeSeen
29,,The Adventures of Tintin,,2011,7+,7.3/10,75/100,+ Rent or Buy,,Want To SeeSeen
30,,Kung Fu Panda 3,,2016,7+,7.1/10,72/100,Rent or Buy,,Want To SeeSeen
31,,Victor Frankenstein,,2015,13+,6.0/10,66/100,+ Rent or Buy,,Want To SeeSeen
32,,Alice Through the Looking Glass,,2016,7+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
33,,WALL·E,,2008,all,8.4/10,84/100,+ Rent or Buy,,Want To SeeSeen
34,,Central Intelligence,,2016,13+,6.3/10,71/100,+ Rent or Buy,,Want To SeeSeen
35,,The Favourite,,2018,16+,7.5/10,74/100,Rent or Buy,,Want To SeeSeen
36,,The Wandering Earth,,2019,13+,6.0/10,73/100,,,Want To SeeSeen
37,,Dreamland,,2020,18+,5.8/10,57/100,Rent or Buy,,Want To SeeSeen
38,,Into the Woods,,2014,7+,5.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
39,,Spy,,2015,18+,7.0/10,73/100,Rent or Buy,,Want To SeeSeen
40,,The Dark and the Wicked,,2020,N/A,6.1/10,63/100,+ Rent or Buy,,Want To SeeSeen
41,,To All the Boys: P.S. I Still Love You,,2020,16+,6.0/10,64/100,,,Want To SeeSeen
42,,Despicable Me,,2010,7+,7.6/10,79/100,+ Rent or Buy,,Want To SeeSeen
