Title,Year,Rating,IMDB Score,Reelgood Rating Score,Available On,url_offset_value
Investigation of a Citizen Above Suspicion,1970,18+,8.1/10,64/100,+ Rent or Buy,6250
Stand Up Guys,2012,18+,6.5/10,64/100,+ Rent or Buy,6250
Sólo con tu pareja,1992,N/A,6.9/10,64/100,+ Rent or Buy,6250
Vincent Wants to Sea,2010,N/A,7.0/10,64/100,Rent or Buy,6250
Made in Heaven,1987,7+,6.4/10,64/100,Rent or Buy,6250
Willard,2003,13+,6.1/10,64/100,Rent or Buy,6250
Mystery Science Theater 3000: The Movie,1996,13+,7.3/10,64/100,+ Rent or Buy,6250
Primary Colors,1998,18+,6.7/10,64/100,Rent or Buy,6250
Me and You and Everyone We Know,2005,18+,7.3/10,64/100,+ Rent or Buy,6250
School Ties,1992,13+,6.9/10,64/100,+ Rent or Buy,6250
Love & Friendship,2016,13+,6.4/10,64/100,+ Rent or Buy,6250
47 Meters Down,2017,13+,5.7/10,64/100,+ Rent or Buy,6250
Burning Man,2011,N/A,6.5/10,64/100,Rent or Buy,6250
The Awful Truth,1937,N/A,7.7/10,64/100,Rent or Buy,6250
HyperNormalisation,2016,N/A,8.3/10,64/100,,6250
Ek Ladki Ko Dekha Toh Aisa Laga,2019,N/A,5.5/10,64/100,,6250
Mimic,1997,18+,6.0/10,64/100,+ Rent or Buy,6250
Among the Believers,2015,N/A,7.6/10,64/100,+ Rent or Buy,6250
Ma,2019,18+,5.6/10,64/100,Rent or Buy,6250
Zorba the Greek,1964,N/A,7.7/10,64/100,Rent or Buy,6250
Guilty of Romance,2011,N/A,6.8/10,64/100,Rent or Buy,6250
The Blob,1988,18+,6.5/10,64/100,Rent or Buy,6250
xXx: Return of Xander Cage,2017,13+,5.2/10,64/100,Rent or Buy,6250
House of Games,1987,18+,7.3/10,64/100,+ Rent or Buy,6250
Vampire Academy,2014,13+,5.5/10,64/100,+ Rent or Buy,6250
The Visitors,1993,18+,7.1/10,64/100,+ Rent or Buy,6250
The Rhythm Section,2020,18+,5.3/10,64/100,+ Rent or Buy,6250
The Girlfriend Experience,2009,18+,5.5/10,64/100,Rent or Buy,6250
Snakes on a Plane,2006,18+,5.4/10,64/100,+ Rent or Buy,6250
TMNT,2007,7+,6.2/10,64/100,+ Rent or Buy,6250
Jin-Roh: The Wolf Brigade,1999,18+,7.4/10,64/100,+ Rent or Buy,6250
Major Barbara,1941,N/A,6.9/10,64/100,,6250
Dangerous Minds,1995,18+,6.5/10,64/100,Rent or Buy,6250
The Skeleton Twins,2014,18+,6.8/10,64/100,+ Rent or Buy,6250
To End All Wars,2001,18+,7.0/10,64/100,+ Rent or Buy,6250
Dumb and Dumber To,2014,13+,5.6/10,64/100,+ Rent or Buy,6250
Snake Eyes,1998,18+,6.0/10,64/100,+ Rent or Buy,6250
Tea and Sympathy,1956,N/A,7.3/10,64/100,Rent or Buy,6250
Diego Maradona,2019,16+,7.7/10,64/100,,6250
Democrats,2014,N/A,7.5/10,64/100,Rent or Buy,6250
The Painted Bird,2019,N/A,7.4/10,64/100,+ Rent or Buy,6250
Obvious Child,2014,18+,6.8/10,64/100,+ Rent or Buy,6300
Guys and Dolls,1955,N/A,7.1/10,64/100,+ Rent or Buy,6300
Phoenix,2014,13+,7.3/10,64/100,+ Rent or Buy,6300
Rumble Fish,1983,18+,7.2/10,64/100,Rent or Buy,6300
Red Lights,2012,18+,6.2/10,64/100,+ Rent or Buy,6300
Colors,1988,18+,6.7/10,64/100,+ Rent or Buy,6300
Outland,1981,18+,6.6/10,64/100,+ Rent or Buy,6300
Bug,2006,18+,6.1/10,64/100,+ Rent or Buy,6300
Red Dog,2011,7+,7.4/10,64/100,+ Rent or Buy,6300
Tales from Earthsea,2006,13+,6.4/10,64/100,+ Rent or Buy,6300
Va Savoir (Who Knows?),2001,13+,6.9/10,64/100,Rent or Buy,6300
Munna Bhai M.B.B.S.,2003,7+,8.1/10,64/100,Rent or Buy,6300
Proof,2005,13+,6.7/10,64/100,+ Rent or Buy,6300
After Porn Ends 2,2017,18+,5.5/10,64/100,+ Rent or Buy,6300
Fido,2006,18+,6.7/10,64/100,+ Rent or Buy,6300
Handsome Devil,2017,N/A,7.1/10,64/100,+ Rent or Buy,6300
Cradle 2 the Grave,2003,18+,5.8/10,64/100,+ Rent or Buy,6300
Stick It,2006,13+,6.4/10,64/100,Rent or Buy,6300
Brotherhood,2009,18+,7.0/10,64/100,Rent or Buy,6300
The Rover,2014,18+,6.4/10,64/100,+ Rent or Buy,6300
Escape to Victory,1981,13+,6.7/10,64/100,+ Rent or Buy,6300
Shifty,2009,N/A,6.5/10,64/100,,6300
Mystic Pizza,1988,16+,6.3/10,64/100,+ Rent or Buy,6300
Memories,1995,13+,7.6/10,64/100,+ Rent or Buy,6300
Another Day in Paradise,1998,18+,6.5/10,64/100,Rent or Buy,6300
Hawaiian Vacation,2011,all,7.3/10,64/100,+ Rent or Buy,6300
My Joy,2010,N/A,6.9/10,64/100,,6300
The Return of Jafar,1994,all,5.9/10,64/100,+ Rent or Buy,6300
Northanger Abbey,2007,7+,7.2/10,64/100,+ Rent or Buy,6300
The Cutting Edge,1992,7+,6.9/10,64/100,+ Rent or Buy,6300
Stroszek,1977,N/A,7.9/10,64/100,+ Rent or Buy,6300
Liberal Arts,2012,13+,6.7/10,64/100,+ Rent or Buy,6300
The Mysterious Lady,1928,N/A,7.2/10,64/100,Rent or Buy,6300
Opening Night,1977,13+,8.0/10,64/100,+ Rent or Buy,6300
American Mary,2012,18+,6.3/10,64/100,+ Rent or Buy,6300
Valentine's Day,2010,13+,5.7/10,64/100,+ Rent or Buy,6300
Spud,2010,N/A,6.7/10,64/100,Rent or Buy,6300
A Far Off Place,1993,7+,6.6/10,64/100,Rent or Buy,6300
Jodhaa Akbar,2008,13+,7.6/10,64/100,,6300
Tenebre,1982,18+,7.1/10,64/100,+ Rent or Buy,6300
Demons,1985,N/A,6.7/10,64/100,+ Rent or Buy,6300
Behind the Mask: The Rise of Leslie Vernon,2006,18+,6.7/10,64/100,+ Rent or Buy,6300
Return to Oz,1985,7+,6.7/10,64/100,+ Rent or Buy,6300
Taking Chance,2009,N/A,7.5/10,64/100,+ Rent or Buy,6300
I Can Only Imagine,2018,7+,7.3/10,64/100,Rent or Buy,6300
The Revenant,2009,18+,6.3/10,64/100,Rent or Buy,6300
Child's Play 2,1990,18+,5.9/10,64/100,+ Rent or Buy,6300
Naruto Shippuden the Movie: The Will of Fire,2009,13+,7.2/10,64/100,+ Rent or Buy,6300
Don't Tell Mom the Babysitter's Dead,1991,13+,6.3/10,64/100,+ Rent or Buy,6300
The China Syndrome,1979,7+,7.4/10,64/100,Rent or Buy,6300
Stargate SG-1: Children of the Gods - Final Cut,2009,N/A,8.1/10,64/100,Rent or Buy,6350
And Now for Something Completely Different,1971,7+,7.6/10,64/100,Rent or Buy,6350
Madras Cafe,2013,13+,7.7/10,64/100,+ Rent or Buy,6350
Supersonic,2016,18+,7.8/10,64/100,+ Rent or Buy,6350
Hart's War,2002,18+,6.3/10,64/100,+ Rent or Buy,6350
Splinter,2008,18+,6.1/10,64/100,+ Rent or Buy,6350
Happy-Go-Lucky,2008,18+,7.0/10,64/100,+ Rent or Buy,6350
Grudge Match,2013,13+,6.4/10,64/100,+ Rent or Buy,6350
Wild Rose,2019,18+,7.2/10,64/100,+ Rent or Buy,6350
Radio,2003,7+,6.9/10,64/100,+ Rent or Buy,6350
Medea,1969,N/A,7.0/10,64/100,Rent or Buy,6350
Psycho Goreman,2021,18+,6.3/10,64/100,+ Rent or Buy,6350
Dead Snow,2009,18+,6.3/10,64/100,Rent or Buy,6350
Just Married,2003,13+,5.5/10,64/100,+ Rent or Buy,6350
Scary Movie 4,2006,13+,5.1/10,64/100,+ Rent or Buy,6350
BASEketball,1998,18+,6.5/10,64/100,Rent or Buy,6350
What Maisie Knew,2013,18+,7.4/10,64/100,+ Rent or Buy,6350
Stuart: A Life Backwards,2007,18+,7.8/10,64/100,,6350
Sergeant York,1941,N/A,7.7/10,64/100,Rent or Buy,6350
Them!,1954,N/A,7.2/10,64/100,Rent or Buy,6350
Victor Frankenstein,2015,13+,6.0/10,64/100,Rent or Buy,6350
The Way,2010,13+,7.4/10,64/100,Rent or Buy,6350
Body Snatchers,1993,18+,6.0/10,64/100,Rent or Buy,6350
The Quiet American,2002,18+,7.1/10,64/100,+ Rent or Buy,6350
What to Expect When You're Expecting,2012,13+,5.7/10,64/100,+ Rent or Buy,6350
First Name: Carmen,1983,18+,6.5/10,64/100,,6350
Dolphin Tale,2011,7+,6.8/10,64/100,Rent or Buy,6350
The Boys in the Band,2020,18+,6.8/10,64/100,+ Rent or Buy,6350
Bleed for This,2016,18+,6.8/10,64/100,+ Rent or Buy,6350
Timecop,1994,18+,5.9/10,64/100,+ Rent or Buy,6350
Beautiful Girls,1996,18+,7.1/10,64/100,+ Rent or Buy,6350
Asura: The City of Madness,2016,N/A,6.6/10,64/100,Rent or Buy,6350
The Court Jester,1955,N/A,7.9/10,64/100,+ Rent or Buy,6350
Too Big to Fail,2011,18+,7.3/10,64/100,+ Rent or Buy,6350
MouseHunt,1997,7+,6.5/10,64/100,Rent or Buy,6350
Original Sin,2001,18+,6.1/10,64/100,+ Rent or Buy,6350
Deliver Us from Evil,2014,18+,6.2/10,64/100,Rent or Buy,6350
Breezy,1973,18+,7.0/10,64/100,Rent or Buy,6350
Into the White,2012,18+,7.2/10,64/100,warr+ Rent or Buy,6350
Body Double,1984,18+,6.8/10,64/100,Rent or Buy,6350
The Big Year,2011,7+,6.2/10,64/100,+ Rent or Buy,6350
Smoke,1995,18+,7.4/10,64/100,Rent or Buy,6350
Land,2021,13+,6.6/10,64/100,Rent or Buy,6350
Stigmata,1999,18+,6.2/10,64/100,+ Rent or Buy,6350
Wake in Fright,1971,18+,7.7/10,64/100,+ Rent or Buy,6350
Marnie,1964,7+,7.1/10,64/100,Rent or Buy,6350
Destroyer,2018,18+,6.2/10,64/100,+ Rent or Buy,6350
Rabid,1977,18+,6.3/10,64/100,+ Rent or Buy,6350
Safe,1995,18+,7.2/10,64/100,+ Rent or Buy,6350
The Kid Who Would Be King,2019,7+,6.0/10,64/100,+ Rent or Buy,6350
Wild Wild West,1999,13+,4.9/10,64/100,+ Rent or Buy,6400
Little Giants,1994,7+,6.4/10,64/100,+ Rent or Buy,6400
AKA Jane Roe,2020,18+,6.9/10,64/100,+ Rent or Buy,6400
I Stand Alone,1998,N/A,7.4/10,64/100,Rent or Buy,6400
Ink,2009,16+,6.9/10,64/100,+ Rent or Buy,6400
Winchester,2018,13+,5.5/10,64/100,+ Rent or Buy,6400
Lions for Lambs,2007,18+,6.2/10,64/100,+ Rent or Buy,6400
Father Goose,1964,N/A,7.4/10,64/100,+ Rent or Buy,6400
3 Men and a Baby,1987,7+,6.1/10,64/100,+ Rent or Buy,6400
The Keeper,2019,N/A,7.3/10,64/100,,6400
Lady and the Tramp II: Scamp's Adventure,2001,all,5.9/10,64/100,+ Rent or Buy,6400
Bol,2011,all,8.2/10,64/100,Rent or Buy,6400
Rocky V,1990,13+,5.3/10,64/100,+ Rent or Buy,6400
Dhoom 2,2006,13+,6.5/10,63/100,+ Rent or Buy,6400
Maria Full of Grace,2004,18+,7.4/10,63/100,+ Rent or Buy,6400
Broken Arrow,1996,18+,6.0/10,63/100,Rent or Buy,6400
Maps to the Stars,2014,18+,6.2/10,63/100,+ Rent or Buy,6400
Courageous,2011,13+,7.0/10,63/100,+ Rent or Buy,6400
Lion of the Desert,1981,7+,8.3/10,63/100,+ Rent or Buy,6400
Tinker Bell,2008,all,6.8/10,63/100,+ Rent or Buy,6400
Rodan,1956,N/A,6.3/10,63/100,,6400
The Mummy: Tomb of the Dragon Emperor,2008,13+,5.2/10,63/100,+ Rent or Buy,6400
Piranha 3D,2010,18+,5.4/10,63/100,+ Rent or Buy,6400
The Little Hours,2017,18+,5.8/10,63/100,+ Rent or Buy,6400
Smilla's Sense of Snow,1997,18+,6.4/10,63/100,Rent or Buy,6400
Alice in Wonderland,1999,7+,6.3/10,63/100,+ Rent or Buy,6400
Some Mother's Son,1996,18+,7.2/10,63/100,Rent or Buy,6400
Steve Jobs: One Last Thing,2011,7+,6.7/10,63/100,+ Rent or Buy,6400
Life Itself,2014,18+,7.8/10,63/100,dox+ Rent or Buy,6400
The Pride of the Yankees,1942,N/A,7.7/10,63/100,+ Rent or Buy,6400
Black Death,2010,18+,6.4/10,63/100,warr+ Rent or Buy,6400
Fifty Shades Freed,2018,18+,4.5/10,63/100,+ Rent or Buy,6400
The Nest,2020,18+,6.3/10,63/100,+ Rent or Buy,6400
Moonfleet,1955,N/A,6.7/10,63/100,,6400
McKellen: Playing the Part,2018,7+,7.5/10,63/100,Rent or Buy,6400
Where Is My Friend's House?,1987,N/A,8.1/10,63/100,,6400
Frontier(s),2007,18+,6.2/10,63/100,Rent or Buy,6400
Singles,1992,13+,6.7/10,63/100,Rent or Buy,6400
Come True,2021,N/A,6.0/10,63/100,+ Rent or Buy,6400
Faces Places,2017,7+,7.9/10,63/100,+ Rent or Buy,6400
The Captain,2017,18+,7.4/10,63/100,+ Rent or Buy,6400
The River Wild,1994,13+,6.4/10,63/100,+ Rent or Buy,6400
Gay Purr-ee,1962,all,6.8/10,63/100,Rent or Buy,6400
Ironclad,2011,18+,6.1/10,63/100,Rent or Buy,6400
Hum Aapke Hain Koun..!,1994,N/A,7.5/10,63/100,+ Rent or Buy,6400
Universal Soldier,1992,18+,6.0/10,63/100,+ Rent or Buy,6400
Forever My Girl,2018,7+,6.7/10,63/100,+ Rent or Buy,6400
The Earrings of Madame de...,1953,N/A,8.0/10,63/100,+ Rent or Buy,6400
Love Story,1970,7+,6.9/10,63/100,+ Rent or Buy,6400
A Walk in the Woods,2015,18+,6.4/10,63/100,+ Rent or Buy,6400
The Railway Man,2013,18+,7.1/10,63/100,+ Rent or Buy,6450
Mindhorn,2016,18+,6.3/10,63/100,,6450
K-19: The Widowmaker,2002,13+,6.7/10,63/100,Rent or Buy,6450
"Juliet, Naked",2018,18+,6.6/10,63/100,+ Rent or Buy,6450
Hairspray,1988,7+,6.9/10,63/100,+ Rent or Buy,6450
A Night to Remember,1958,N/A,7.9/10,63/100,+ Rent or Buy,6450
Imitation of Life,1959,N/A,7.8/10,63/100,Rent or Buy,6450
Final Fantasy: The Spirits Within,2001,13+,6.4/10,63/100,Rent or Buy,6450
Gretel & Hansel,2020,13+,5.4/10,63/100,+ Rent or Buy,6450
Lust Stories,2018,13+,6.4/10,63/100,,6450
Particle Fever,2013,N/A,7.4/10,63/100,+ Rent or Buy,6450
Things We Lost in the Fire,2007,18+,7.2/10,63/100,+ Rent or Buy,6450
Tombs of the Blind Dead,1972,7+,6.2/10,63/100,+ Rent or Buy,6450
Curse of the Golden Flower,2006,18+,7.0/10,63/100,+ Rent or Buy,6450
Daylight,1996,13+,5.9/10,63/100,+ Rent or Buy,6450
Seberg,2019,18+,5.8/10,63/100,,6450
Fantastic Four,2015,13+,4.2/10,63/100,+ Rent or Buy,6450
The Producers,2005,13+,6.3/10,63/100,+ Rent or Buy,6450
Justice League: The New Frontier,2008,13+,7.0/10,63/100,+ Rent or Buy,6450
Lady Snowblood,1973,N/A,7.7/10,63/100,+ Rent or Buy,6450
Wonder Wheel,2017,13+,6.2/10,63/100,+ Rent or Buy,6450
Looking: The Movie,2016,18+,7.5/10,63/100,+ Rent or Buy,6450
I Feel Pretty,2018,13+,5.5/10,63/100,+ Rent or Buy,6450
Killing Zoe,1993,18+,6.5/10,63/100,Rent or Buy,6450
My Big Fat Greek Wedding 2,2016,13+,6.0/10,63/100,Rent or Buy,6450
Bedlam,1946,18+,6.8/10,63/100,Rent or Buy,6450
My Best Fiend,1999,N/A,7.8/10,63/100,+ Rent or Buy,6450
Shanghai Knights,2003,13+,6.2/10,63/100,Rent or Buy,6450
Heist,2015,18+,6.1/10,63/100,+ Rent or Buy,6450
Heartbreakers,2001,13+,6.2/10,63/100,+ Rent or Buy,6450
Love & Sex,2000,18+,6.2/10,63/100,+ Rent or Buy,6450
Scooby-Doo on Zombie Island,1998,all,7.8/10,63/100,Rent or Buy,6450
Barefoot,2014,13+,6.6/10,63/100,+ Rent or Buy,6450
Charlie St. Cloud,2010,13+,6.4/10,63/100,+ Rent or Buy,6450
The Last Seduction,1994,18+,7.1/10,63/100,+ Rent or Buy,6450
Little Fockers,2010,13+,5.5/10,63/100,+ Rent or Buy,6450
Vera Drake,2004,18+,7.6/10,63/100,+ Rent or Buy,6450
Medea,1988,N/A,7.1/10,63/100,Rent or Buy,6450
Justice League: Gods and Monsters,2015,13+,7.0/10,63/100,Rent or Buy,6450
Star Trek V: The Final Frontier,1989,7+,5.5/10,63/100,+ Rent or Buy,6450
True Story,2015,13+,6.3/10,63/100,Rent or Buy,6450
Iron Monkey,1993,13+,7.5/10,63/100,+ Rent or Buy,6450
The Secret: Dare to Dream,2020,7+,6.5/10,63/100,+ Rent or Buy,6450
Bulworth,1998,18+,6.8/10,63/100,+ Rent or Buy,6450
Summer of Sam,1999,18+,6.7/10,63/100,+ Rent or Buy,6450
Bill Burr: You People Are All The Same,2012,18+,8.3/10,63/100,,6450
In Harm's Way,1965,N/A,7.3/10,63/100,+ Rent or Buy,6450
Versus: The Life and Films of Ken Loach,2016,N/A,7.3/10,63/100,Rent or Buy,6450
Paranormal Activity 2,2010,18+,5.7/10,63/100,+ Rent or Buy,6450
"Hello, Dolly!",1969,all,7.1/10,63/100,+ Rent or Buy,6450
Fool's Gold,2008,13+,5.7/10,63/100,+ Rent or Buy,6500
Game Change,2012,18+,7.4/10,63/100,+ Rent or Buy,6500
M. Butterfly,1993,18+,6.8/10,63/100,Rent or Buy,6500
One Eight Seven,1997,18+,6.7/10,63/100,+ Rent or Buy,6500
The Omega Man,1971,7+,6.5/10,63/100,+ Rent or Buy,6500
Beerfest,2006,18+,6.3/10,63/100,Rent or Buy,6500
Seven Brides for Seven Brothers,1954,all,7.4/10,63/100,Rent or Buy,6500
Jenny Slate: Stage Fright,2019,18+,5.9/10,63/100,,6500
Rabbit-Proof Fence,2002,7+,7.4/10,63/100,+ Rent or Buy,6500
Rare Exports: A Christmas Tale,2010,18+,6.7/10,63/100,+ Rent or Buy,6500
Beats,2019,N/A,7.1/10,63/100,+ Rent or Buy,6500
The Wall,2017,18+,6.2/10,63/100,+ Rent or Buy,6500
The Prize,1963,N/A,6.8/10,63/100,+ Rent or Buy,6500
World Trade Center,2006,13+,5.9/10,63/100,+ Rent or Buy,6500
Thir13en Ghosts,2001,18+,5.6/10,63/100,Rent or Buy,6500
Black Bear,2020,18+,6.6/10,63/100,Rent or Buy,6500
No,2012,18+,7.4/10,63/100,Rent or Buy,6500
Gone,2012,13+,5.9/10,63/100,+ Rent or Buy,6500
My Friend Dahmer,2017,18+,6.2/10,63/100,+ Rent or Buy,6500
Control,2003,18+,7.6/10,63/100,+ Rent or Buy,6500
Toy Story That Time Forgot,2014,all,7.2/10,63/100,+ Rent or Buy,6500
The To Do List,2013,18+,5.8/10,63/100,+ Rent or Buy,6500
Santa Claus Is Comin' to Town,1970,all,7.7/10,63/100,+ Rent or Buy,6500
Naruto Shippuden the Movie: Bonds,2008,16+,7.0/10,63/100,+ Rent or Buy,6500
Pokémon: The First Movie - Mewtwo Strikes Back,1998,all,6.3/10,63/100,+ Rent or Buy,6500
The Call,2020,N/A,7.1/10,63/100,,6500
Whoopee!,1930,all,6.4/10,63/100,Rent or Buy,6500
L.A. Story,1991,13+,6.7/10,63/100,Rent or Buy,6500
Nick of Time,1995,18+,6.3/10,63/100,+ Rent or Buy,6500
Places in the Heart,1984,7+,7.4/10,63/100,+ Rent or Buy,6500
Batman: Gotham Knight,2008,13+,6.7/10,63/100,+ Rent or Buy,6500
Super Dark Times,2017,N/A,6.6/10,63/100,+ Rent or Buy,6500
The Prince and the Showgirl,1957,7+,6.5/10,63/100,Rent or Buy,6500
At Close Range,1986,18+,7.0/10,63/100,+ Rent or Buy,6500
Below Zero,2021,18+,6.2/10,63/100,,6500
House of Wax,2005,18+,5.4/10,63/100,+ Rent or Buy,6500
Capitalism: A Love Story,2009,18+,7.4/10,63/100,+ Rent or Buy,6500
Wit,2001,13+,8.1/10,63/100,,6500
Bonjour Monsieur Shlomi,2003,N/A,7.5/10,63/100,Rent or Buy,6500
Jesse Stone: Stone Cold,2005,18+,7.2/10,63/100,+ Rent or Buy,6500
Abduction,2011,13+,5.1/10,63/100,+ Rent or Buy,6500
Irreplaceable You,2018,18+,6.4/10,63/100,,6500
Cop Out,2010,18+,5.6/10,63/100,+ Rent or Buy,6500
Scenes from a Marriage,1974,7+,8.4/10,63/100,+ Rent or Buy,6500
Step Up All In,2014,13+,6.0/10,63/100,+ Rent or Buy,6500
Bhool Bhulaiyaa,2007,N/A,7.3/10,63/100,Rent or Buy,6500
A Midsummer Night's Dream,1935,N/A,6.9/10,63/100,+ Rent or Buy,6500
Louisiana Story,1948,N/A,6.7/10,63/100,+ Rent or Buy,6500
A Little Chaos,2015,18+,6.5/10,63/100,+ Rent or Buy,6500
Marauders,2016,18+,5.5/10,63/100,+ Rent or Buy,6500
Poseidon,2006,13+,5.7/10,63/100,+ Rent or Buy,6550
Ice Station Zebra,1968,all,6.6/10,63/100,Rent or Buy,6550
Splendor in the Grass,1961,N/A,7.8/10,63/100,+ Rent or Buy,6550
Resident Evil: Vendetta,2017,18+,6.3/10,63/100,Rent or Buy,6550
The Devil's Candy,2017,N/A,6.4/10,63/100,+ Rent or Buy,6550
Righteous Kill,2008,18+,6.0/10,63/100,+ Rent or Buy,6550
Priceless,2006,13+,7.0/10,63/100,+ Rent or Buy,6550
Session 9,2001,18+,6.4/10,63/100,Rent or Buy,6550
Detour,1945,N/A,7.4/10,63/100,+ Rent or Buy,6550
Vertical Limit,2000,13+,5.9/10,63/100,+ Rent or Buy,6550
Gray's Anatomy,1996,N/A,6.8/10,63/100,+ Rent or Buy,6550
Secret Superstar,2017,N/A,7.8/10,63/100,,6550
Runaway Bride,1999,7+,5.6/10,63/100,+ Rent or Buy,6550
The Sand Pebbles,1966,13+,7.6/10,63/100,+ Rent or Buy,6550
Friday the 13th: The Final Chapter,1984,18+,6.0/10,63/100,+ Rent or Buy,6550
Kirikou and the Sorceress,1998,N/A,7.5/10,63/100,,6550
The Boys from Brazil,1978,18+,7.0/10,63/100,+ Rent or Buy,6550
Johnny Gaddaar,2007,N/A,7.8/10,63/100,+ Rent or Buy,6550
OtherLife,2017,18+,6.3/10,63/100,+ Rent or Buy,6550
Purple Noon,1960,13+,7.8/10,63/100,+ Rent or Buy,6550
The Hunger,1983,18+,6.7/10,63/100,Rent or Buy,6550
The Assassin,2015,N/A,6.3/10,63/100,hiya+ Rent or Buy,6550
Strictly Ballroom,1992,7+,7.2/10,63/100,+ Rent or Buy,6550
[REC]²,2009,18+,6.5/10,63/100,Rent or Buy,6550
Dead Presidents,1995,18+,6.9/10,63/100,+ Rent or Buy,6550
The War Zone,1999,18+,7.3/10,63/100,+ Rent or Buy,6550
Purple Rain,1984,18+,6.5/10,63/100,+ Rent or Buy,6550
Get Low,2010,13+,7.0/10,63/100,+ Rent or Buy,6550
Brewster's Millions,1985,7+,6.5/10,63/100,Rent or Buy,6550
Daredevil,2003,13+,5.3/10,63/100,Rent or Buy,6550
Space Sweepers,2021,N/A,6.6/10,63/100,,6550
The Exception,2017,18+,6.8/10,63/100,+ Rent or Buy,6550
Wings,1927,7+,7.5/10,63/100,+ Rent or Buy,6550
The Silence,2019,13+,5.3/10,63/100,,6550
Whatever Works,2009,13+,7.1/10,63/100,Rent or Buy,6550
Benji the Hunted,1987,all,6.3/10,63/100,+ Rent or Buy,6550
What a Girl Wants,2003,7+,5.8/10,63/100,+ Rent or Buy,6550
"Yes, God, Yes",2019,18+,6.1/10,63/100,+ Rent or Buy,6550
Drinking Buddies,2013,18+,6.1/10,63/100,+ Rent or Buy,6550
The Perfect Host,2010,18+,6.8/10,63/100,+ Rent or Buy,6550
Dracula,1958,N/A,7.3/10,63/100,Rent or Buy,6550
Muppet Treasure Island,1996,all,7.0/10,63/100,+ Rent or Buy,6550
Daisy Kenyon,1947,N/A,6.8/10,63/100,Rent or Buy,6550
The East,2013,13+,6.8/10,63/100,Rent or Buy,6550
The Quiet Earth,1985,18+,6.8/10,63/100,+ Rent or Buy,6550
Drums Along the Mohawk,1939,N/A,7.1/10,63/100,Rent or Buy,6550
Special Forces,2011,18+,6.4/10,63/100,+ Rent or Buy,6550
The Three Musketeers,2011,13+,5.7/10,63/100,+ Rent or Buy,6550
Mr. Deeds,2002,13+,5.8/10,63/100,Rent or Buy,6550
The Midnight Meat Train,2008,18+,6.0/10,63/100,+ Rent or Buy,6550
For Your Consideration,2006,13+,6.3/10,63/100,Rent or Buy,6600
Escape from L.A.,1996,18+,5.7/10,63/100,+ Rent or Buy,6600
Lake Bodom,2016,N/A,5.2/10,63/100,+ Rent or Buy,6600
"Congo: White King, Red Rubber, Black Death",2004,N/A,7.7/10,63/100,+ Rent or Buy,6600
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,7+,6.0/10,63/100,+ Rent or Buy,6600
"Now You See Him, Now You Don't",1972,all,6.3/10,63/100,Rent or Buy,6600
The Good Son,2013,N/A,7.7/10,63/100,+ Rent or Buy,6600
Genius,2016,13+,6.6/10,63/100,+ Rent or Buy,6600
Throw Momma from the Train,1987,13+,6.3/10,63/100,+ Rent or Buy,6600
Alambrista!,1977,N/A,7.3/10,63/100,,6600
Laggies,2014,18+,6.4/10,63/100,+ Rent or Buy,6600
The Rum Diary,2011,18+,6.2/10,63/100,+ Rent or Buy,6600
Dev.D,2009,13+,8.0/10,63/100,,6600
P.S.,2004,18+,6.1/10,63/100,+ Rent or Buy,6600
Eraser,1996,18+,6.1/10,63/100,Rent or Buy,6600
Floating Weeds,1959,N/A,8.0/10,63/100,,6600
Lost Girls,2020,18+,6.1/10,63/100,,6600
Fantasy Island,2020,13+,4.9/10,63/100,+ Rent or Buy,6600
Days of Wine and Roses,1962,N/A,7.9/10,63/100,+ Rent or Buy,6600
Loveless,2017,18+,7.6/10,63/100,Rent or Buy,6600
Death Sentence,2007,18+,6.7/10,63/100,Rent or Buy,6600
20 Feet from Stardom,2013,13+,7.4/10,63/100,Rent or Buy,6600
Tell Spring Not to Come This Year,2015,N/A,7.0/10,63/100,Rent or Buy,6600
Three… Extremes,2004,18+,7.0/10,63/100,+ Rent or Buy,6600
Captain January,1936,all,7.0/10,63/100,Rent or Buy,6600
Stardust Memories,1980,7+,7.3/10,63/100,+ Rent or Buy,6600
Shame,1968,18+,8.0/10,63/100,+ Rent or Buy,6600
Perceval,1978,N/A,7.0/10,63/100,,6600
Silver Bullet,1985,18+,6.4/10,63/100,Rent or Buy,6600
Against the Sun,2014,7+,6.5/10,63/100,Rent or Buy,6600
Please Don't Eat the Daisies,1960,N/A,6.5/10,63/100,Rent or Buy,6600
Dream House,2011,13+,6.0/10,63/100,+ Rent or Buy,6600
Mercury Rising,1998,16+,6.1/10,63/100,+ Rent or Buy,6600
The Marriage of Maria Braun,1979,18+,7.8/10,63/100,,6600
Eega,2012,N/A,7.7/10,63/100,+ Rent or Buy,6600
Taxi 2,2000,N/A,6.5/10,63/100,Rent or Buy,6600
Oklahoma!,1955,all,7.1/10,63/100,+ Rent or Buy,6600
Stir Crazy,1980,18+,6.8/10,63/100,+ Rent or Buy,6600
Two Mules for Sister Sara,1970,7+,7.0/10,63/100,+ Rent or Buy,6600
Z for Zachariah,2015,13+,6.0/10,63/100,+ Rent or Buy,6600
The Edge of Heaven,2007,N/A,7.8/10,63/100,+ Rent or Buy,6600
