,,Title,,Year,Rating,,,Available On,,
48,,Trumped: Inside the Greatest Political Upset of All Time,,2017,16+,6.2/10,50/100,,,Want To SeeSeen
49,,The Love Nest,,1923,N/A,6.9/10,50/100,,,Want To SeeSeen
0,,Price Check,,2012,N/A,5.4/10,50/100,Rent or Buy,,Want To SeeSeen
1,,Flaming Star,,1960,7+,6.5/10,50/100,Rent or Buy,,Want To SeeSeen
2,,WarGames: The Dead Code,,2008,13+,4.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
3,,The Time of Their Lives,,2017,16+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
4,,Anna Karenina,,1948,N/A,6.7/10,50/100,,,Want To SeeSeen
5,,"War and Peace, Part IV: Pierre Bezukhov",,1967,N/A,8.2/10,50/100,,,Want To SeeSeen
6,,Crime + Punishment in Suburbia,,2000,18+,5.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
7,,The Wax Mask,,1996,N/A,5.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
8,,Mo,,2010,18+,7.8/10,50/100,,,Want To SeeSeen
9,,The Big Ugly,,2020,18+,5.0/10,50/100,Rent or Buy,,Want To SeeSeen
10,,Max and the Junkmen,,1971,N/A,7.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
11,,Spaced Invaders,,1990,7+,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
12,,Material Girls,,2006,7+,4.0/10,50/100,Rent or Buy,,Want To SeeSeen
13,,Ithaca,,2015,7+,5.5/10,50/100,Rent or Buy,,Want To SeeSeen
14,,Demonte Colony,,2015,7+,7.0/10,50/100,Rent or Buy,,Want To SeeSeen
15,,Bleed Out,,2018,7+,8.1/10,50/100,,,Want To SeeSeen
16,,Love in Winterland,,2020,all,6.4/10,50/100,Rent or Buy,,Want To SeeSeen
17,,Adulterers,,2016,18+,5.1/10,50/100,Rent or Buy,,Want To SeeSeen
18,,CrissCross,,1992,18+,5.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
19,,"Double, Double, Toil and Trouble",,1993,7+,5.9/10,50/100,Rent or Buy,,Want To SeeSeen
20,,Too Close For Christmas,,2020,all,6.4/10,50/100,,,Want To SeeSeen
21,,Night At The Golden Eagle,,2002,18+,5.9/10,50/100,Rent or Buy,,Want To SeeSeen
22,,Desert Saints,,2002,18+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
23,,Yeh Dillagi,,1994,all,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
24,,Taken from Me: The Tiffany Rubin Story,,2011,7+,6.3/10,50/100,life+ Rent or Buy,,Want To SeeSeen
25,,Duck Duck Goose,,2018,7+,5.8/10,50/100,,,Want To SeeSeen
26,,The MacKintosh Man,,1973,7+,6.3/10,50/100,Rent or Buy,,Want To SeeSeen
27,,Escape from Mr. Lemoncello's Library,,2017,all,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
28,,Kshana Kshanam,,1991,N/A,8.1/10,50/100,+ Rent or Buy,,Want To SeeSeen
29,,Tony Rome,,1967,N/A,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
30,,An Accidental Soldier,,2013,N/A,6.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
31,,Hansel and Gretel Get Baked,,2013,18+,4.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
32,,The Final Wish,,2019,18+,4.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
33,,Fulltime Killer,,2001,18+,6.9/10,50/100,Rent or Buy,,Want To SeeSeen
34,,Repli-Kate,,2002,18+,5.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
35,,How to Play Football,,1944,N/A,7.2/10,50/100,,,Want To SeeSeen
36,,Lockdown,,2000,18+,6.2/10,50/100,Rent or Buy,,Want To SeeSeen
37,,Return of the Secaucus Seven,,1980,18+,7.0/10,50/100,Rent or Buy,,Want To SeeSeen
38,,Mrs. Serial Killer,,2020,N/A,4.8/10,50/100,,,Want To SeeSeen
39,,Meeting Gorbachev,,2019,N/A,7.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
40,,The House on Pine Street,,2015,N/A,5.2/10,50/100,scre+ Rent or Buy,,Want To SeeSeen
41,,Jo Pil-ho: The Dawning Rage,,2019,N/A,6.3/10,50/100,,,Want To SeeSeen
42,,A Queen Is Crowned,,1953,N/A,7.3/10,50/100,,,Want To SeeSeen
43,,The Naked Jungle,,1954,N/A,6.8/10,50/100,Rent or Buy,,Want To SeeSeen
44,,All In: The Poker Movie,,2009,N/A,6.7/10,50/100,Rent or Buy,,Want To SeeSeen
45,,Field of Lost Shoes,,2015,13+,5.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
46,,Never Let Go,,2015,18+,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
47,,Merata: How Mum Decolonised the Screen,,2019,N/A,7.0/10,50/100,,,Want To SeeSeen
48,,Pumpkin Pie Wars,,2016,all,6.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
49,,Slave of the Cannibal God,,1978,N/A,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
0,,Freebie and the Bean,,1974,18+,6.6/10,50/100,Rent or Buy,,Want To SeeSeen
1,,One Winter Proposal,,2019,all,6.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
2,,Three of Hearts,,1993,18+,5.5/10,50/100,Rent or Buy,,Want To SeeSeen
3,,The Neighbor,,2017,18+,4.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
4,,Evil Ed,,1995,18+,5.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
5,,Minbo: the Gentle Art of Japanese Extortion,,1992,N/A,7.3/10,50/100,,,Want To SeeSeen
6,,Samson,,2018,13+,4.4/10,50/100,Rent or Buy,,Want To SeeSeen
7,,Girl Asleep,,2015,18+,6.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
8,,Pretty Maids All in a Row,,1971,18+,6.2/10,50/100,Rent or Buy,,Want To SeeSeen
9,,"Pulp: a Film About Life, Death & Supermarkets",,2014,N/A,7.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
10,,Homecoming,,1948,N/A,6.8/10,50/100,Rent or Buy,,Want To SeeSeen
11,,Where the Lilies Bloom,,1974,all,7.1/10,50/100,,,Want To SeeSeen
12,,Twice Upon a Time,,1983,7+,7.0/10,50/100,Rent or Buy,,Want To SeeSeen
13,,Cannibal Women in the Avocado Jungle of Death,,1989,13+,4.8/10,50/100,full+ Rent or Buy,,Want To SeeSeen
14,,The Very Excellent Mr. Dundee,,2020,13+,4.9/10,50/100,Rent or Buy,,Want To SeeSeen
15,,Reclaim,,2014,18+,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
16,,"Horus, Prince of the Sun",,1968,N/A,6.6/10,50/100,Rent or Buy,,Want To SeeSeen
17,,Tone-Deaf,,2019,18+,4.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
18,,Barbecue,,2014,7+,6.1/10,50/100,+ Rent or Buy,,Want To SeeSeen
19,,Virus Tropical,,2017,N/A,6.9/10,50/100,,,Want To SeeSeen
20,,Waxwork II: Lost in Time,,1992,18+,5.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
21,,"Up, Up, and Away",,2000,all,5.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
22,,Call Me Crazy: A Five Film,,2013,N/A,6.9/10,50/100,Rent or Buy,,Want To SeeSeen
23,,Brief Interviews with Hideous Men,,2009,N/A,5.5/10,50/100,Rent or Buy,,Want To SeeSeen
24,,You Get Me,,2017,18+,4.7/10,50/100,,,Want To SeeSeen
25,,Jane B. by Agnès V.,,1988,13+,7.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
26,,Fear Strikes Out,,1957,N/A,6.9/10,50/100,Rent or Buy,,Want To SeeSeen
27,,Dirty Filthy Love,,2005,18+,7.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
28,,Walwal,,2018,N/A,8.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
29,,My Summer Prince,,2016,all,6.3/10,50/100,,,Want To SeeSeen
30,,Daddy,,2015,N/A,5.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
31,,Duelle,,1976,N/A,7.2/10,50/100,Rent or Buy,,Want To SeeSeen
32,,All for Love,,2017,all,6.6/10,50/100,Rent or Buy,,Want To SeeSeen
33,,A Most Beautiful Thing,,2020,N/A,7.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
34,,White Right: Meeting the Enemy,,2017,N/A,7.0/10,50/100,,,Want To SeeSeen
35,,Who Am I This Time?,,1982,7+,7.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
36,,Memphis Heat: The True Story of Memphis Wrasslin',,2011,N/A,7.9/10,50/100,Rent or Buy,,Want To SeeSeen
37,,Lisa,,1990,13+,6.0/10,50/100,,,Want To SeeSeen
38,,Back to 1942,,2012,N/A,6.8/10,50/100,hiya+ Rent or Buy,,Want To SeeSeen
39,,Park Row,,1952,N/A,7.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
40,,Chelsea Handler: Uganda Be Kidding Me Live,,2014,N/A,5.8/10,50/100,,,Want To SeeSeen
41,,Felicity: An American Girl Adventure,,2005,all,6.7/10,50/100,Rent or Buy,,Want To SeeSeen
42,,Love Locks,,2017,all,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
43,,Hollywood Canteen,,1944,N/A,7.1/10,50/100,Rent or Buy,,Want To SeeSeen
44,,Redd Inc.,,2012,18+,5.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
45,,Liberated: The New Sexual Revolution,,2017,N/A,6.0/10,50/100,,,Want To SeeSeen
46,,Thackeray,,2019,N/A,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
47,,The Jackie Robinson Story,,1950,N/A,6.4/10,50/100,dove+ Rent or Buy,,Want To SeeSeen
48,,In the City of Sylvia,,2007,N/A,6.9/10,50/100,,,Want To SeeSeen
49,,Desire,,2017,N/A,3.9/10,50/100,,,Want To SeeSeen
0,,"Munster, Go Home!",,1966,all,6.4/10,50/100,Rent or Buy,,Want To SeeSeen
1,,Fled,,1996,18+,5.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
2,,Love's Last Resort,,2017,N/A,5.5/10,50/100,upfa+ Rent or Buy,,Want To SeeSeen
3,,A Creepshow Animated Special,,2020,N/A,6.2/10,50/100,,,Want To SeeSeen
4,,The Jesus Rolls,,2019,18+,4.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
5,,B. Monkey,,1998,18+,5.9/10,50/100,Rent or Buy,,Want To SeeSeen
6,,To Walk with Lions,,1999,13+,6.8/10,50/100,,,Want To SeeSeen
7,,The Pallbearer,,1996,13+,4.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
8,,State of Emergency,,2011,N/A,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
9,,Dead Rising: Endgame,,2016,N/A,4.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
10,,The Peanut Butter Solution,,1985,7+,6.1/10,50/100,+ Rent or Buy,,Want To SeeSeen
11,,"Sarah, Plain and Tall: Winter's End",,1999,N/A,6.8/10,50/100,,,Want To SeeSeen
12,,We Are Family,,2016,N/A,6.2/10,50/100,,,Want To SeeSeen
13,,Mrs. Parkington,,1944,N/A,7.1/10,50/100,Rent or Buy,,Want To SeeSeen
14,,Shaan,,1980,N/A,7.1/10,50/100,Rent or Buy,,Want To SeeSeen
15,,Stephanie Daley,,2007,18+,6.3/10,50/100,,,Want To SeeSeen
16,,Walkaway Joe,,2020,N/A,5.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
17,,The Wrong Arm of the Law,,1963,N/A,6.8/10,50/100,Rent or Buy,,Want To SeeSeen
18,,New York Doll,,2005,13+,7.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
19,,Scanners II: The New Order,,1991,18+,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
20,,The Great Alone,,2015,N/A,7.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
21,,Rocks,,2003,N/A,7.6/10,50/100,,,Want To SeeSeen
22,,Light in the Piazza,,1962,all,6.9/10,50/100,Rent or Buy,,Want To SeeSeen
23,,The Con Is On,,2018,18+,4.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
24,,Blurt!,,2018,all,5.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
25,,Knife Skills,,2017,N/A,7.1/10,50/100,Rent or Buy,,Want To SeeSeen
26,,La Bare,,2014,18+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
27,,Peppermint Soda,,1977,7+,6.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
28,,24 City,,2008,N/A,7.1/10,50/100,+ Rent or Buy,,Want To SeeSeen
29,,A Christmas Melody,,2015,all,6.0/10,50/100,Rent or Buy,,Want To SeeSeen
30,,Video Girl,,2011,18+,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
31,,Cthulhu,,2007,18+,4.6/10,50/100,Rent or Buy,,Want To SeeSeen
32,,Leo's Room,,2010,N/A,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
33,,Curious George 3: Back to the Jungle,,2015,all,5.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
34,,Christmas Eve on Sesame Street,,1978,all,8.4/10,50/100,Rent or Buy,,Want To SeeSeen
35,,Light It Up,,1999,18+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
36,,Michael Jackson: Searching for Neverland,,2017,16+,6.4/10,50/100,life+ Rent or Buy,,Want To SeeSeen
37,,The Caddy,,1953,N/A,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
38,,Men in War,,1957,N/A,7.2/10,50/100,Rent or Buy,,Want To SeeSeen
39,,Feast of the Seven Fishes,,2019,N/A,6.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
40,,She Made Me a Criminal,,2006,N/A,6.5/10,50/100,,,Want To SeeSeen
41,,Les Mistons,,1957,N/A,7.1/10,50/100,,,Want To SeeSeen
42,,Hand of Death,,1976,18+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
43,,The Seduction of Mimi,,1972,18+,7.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
44,,The End of the Storm,,2020,N/A,7.9/10,50/100,Rent or Buy,,Want To SeeSeen
45,,Stowaway,,1936,all,7.1/10,50/100,Rent or Buy,,Want To SeeSeen
46,,Gallipoli,,2005,N/A,7.4/10,50/100,Rent or Buy,,Want To SeeSeen
47,,Persona: The Dark Truth Behind Personality Tests,,2021,N/A,5.4/10,50/100,,,Want To SeeSeen
48,,Bloody Mama,,1970,18+,5.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
49,,The Invincible Iron Man,,2007,13+,5.9/10,50/100,Rent or Buy,,Want To SeeSeen
0,,Highlander: Endgame,,2000,18+,4.6/10,50/100,Rent or Buy,,Want To SeeSeen
1,,Vampire,,2011,18+,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
2,,Callas Forever,,2002,13+,6.5/10,50/100,Rent or Buy,,Want To SeeSeen
3,,Animals on the Loose: A You vs. Wild Movie,,2021,N/A,5.8/10,50/100,,,Want To SeeSeen
4,,Odette Toulemonde,,2006,N/A,6.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
5,,Palm Swings,,2019,N/A,4.4/10,50/100,,,Want To SeeSeen
6,,Christmas in the City,,2013,7+,5.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
7,,Last Letter,,2020,N/A,6.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
8,,Massacre in Dinosaur Valley,,1985,N/A,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
9,,Friendship,,1980,N/A,6.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
10,,Forever Mine,,1999,18+,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
11,,Chevalier,,2015,N/A,6.3/10,50/100,Rent or Buy,,Want To SeeSeen
12,,The Indian Fighter,,1955,N/A,6.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
13,,B.A.P.S.,,1997,13+,4.6/10,50/100,Rent or Buy,,Want To SeeSeen
14,,The Face of Love,,2013,13+,6.2/10,50/100,Rent or Buy,,Want To SeeSeen
15,,The Fifth Cord,,1971,N/A,6.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
16,,Detective,,1985,N/A,5.9/10,50/100,,,Want To SeeSeen
17,,At the Devil's Door,,2014,18+,4.8/10,50/100,Rent or Buy,,Want To SeeSeen
18,,Highwaymen,,2004,18+,5.7/10,50/100,Rent or Buy,,Want To SeeSeen
19,,Hellbent,,2004,18+,5.5/10,50/100,here+ Rent or Buy,,Want To SeeSeen
20,,It Happened to Jane,,1959,N/A,6.6/10,50/100,Rent or Buy,,Want To SeeSeen
21,,Attenborough's Life That Glows,,2016,N/A,8.3/10,50/100,,,Want To SeeSeen
22,,Wings of Life,,2011,all,7.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
23,,The Cry of the Owl,,2009,18+,5.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
24,,In Family I Trust,,2019,N/A,6.2/10,50/100,,,Want To SeeSeen
25,,Miss Sharon Jones!,,2015,N/A,7.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
26,,The Magic Christian,,1969,7+,6.0/10,50/100,Rent or Buy,,Want To SeeSeen
27,,The 25th Hour,,1967,N/A,7.4/10,50/100,Rent or Buy,,Want To SeeSeen
28,,"Cougars, Inc.",,2011,18+,5.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
29,,Who We Are Now,,2018,N/A,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
30,,A Better Tomorrow,,2010,18+,5.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
31,,Dungeons & Dragons,,2000,13+,3.7/10,50/100,Rent or Buy,,Want To SeeSeen
32,,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,,2015,all,5.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
33,,Sonicsgate: Requiem For A Team,,2009,N/A,8.1/10,50/100,Rent or Buy,,Want To SeeSeen
34,,Desert Dancer,,2014,13+,6.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
35,,Black Widow,,1954,N/A,6.7/10,50/100,Rent or Buy,,Want To SeeSeen
36,,Sick Nurses,,2007,18+,5.2/10,50/100,monswarr+ Rent or Buy,,Want To SeeSeen
37,,All Night Long,,1962,N/A,7.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
38,,Pete Davidson: SMD,,2016,18+,6.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
39,,Aravind SA - Madrasi Da,,2017,N/A,7.6/10,50/100,,,Want To SeeSeen
40,,Where the Trail Ends,,2012,N/A,7.7/10,50/100,Rent or Buy,,Want To SeeSeen
41,,Hal,,2013,16+,6.8/10,50/100,Rent or Buy,,Want To SeeSeen
42,,Eating Animals,,2018,N/A,7.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
43,,America: Imagine the World Without Her,,2014,13+,5.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
44,,The Man Who Cheated Himself,,1950,N/A,6.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
45,,Blaze,,1989,18+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
46,,American Psycho II: All American Girl,,2002,18+,3.8/10,50/100,Rent or Buy,,Want To SeeSeen
47,,Marlon Wayans: Woke-ish,,2018,18+,6.5/10,50/100,,,Want To SeeSeen
48,,Blow Up My Town,,1968,N/A,6.4/10,50/100,,,Want To SeeSeen
49,,The More You Ignore Me,,2018,13+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
0,,Tokyo Project,,2017,18+,6.5/10,50/100,,,Want To SeeSeen
1,,Blood Tea and Red String,,2006,N/A,7.1/10,50/100,+ Rent or Buy,,Want To SeeSeen
2,,American Dreamer,,1984,7+,6.6/10,50/100,Rent or Buy,,Want To SeeSeen
3,,Cold War II,,2016,N/A,6.6/10,50/100,hiya+ Rent or Buy,,Want To SeeSeen
4,,I Never Promised You a Rose Garden,,1977,18+,6.5/10,50/100,,,Want To SeeSeen
5,,Be Natural: The Untold Story of Alice Guy-Blaché,,2018,N/A,7.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
6,,Non-Transferable,,2017,13+,5.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
7,,The Boy from Medellín,,2020,18+,5.8/10,50/100,,,Want To SeeSeen
8,,Lowriders,,2017,13+,5.7/10,50/100,Rent or Buy,,Want To SeeSeen
9,,Curious George: A Halloween Boo Fest,,2013,all,6.9/10,50/100,Rent or Buy,,Want To SeeSeen
10,,City of Ghosts,,2002,18+,6.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
11,,The Search for Freedom,,2015,N/A,6.9/10,50/100,Rent or Buy,,Want To SeeSeen
12,,Sunlight Jr.,,2013,N/A,5.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
13,,Violent City,,1970,18+,6.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
14,,Summer Vacation,,2012,N/A,6.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
15,,Bridgend,,2015,N/A,5.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
16,,Revenge of the Green Dragons,,2014,18+,5.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
17,,Crime After Crime,,2011,N/A,7.6/10,50/100,Rent or Buy,,Want To SeeSeen
18,,The Panama Deception,,1992,N/A,7.6/10,50/100,Rent or Buy,,Want To SeeSeen
19,,Virus,,1980,7+,6.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
20,,California Dreamin',,2007,N/A,7.8/10,50/100,Rent or Buy,,Want To SeeSeen
21,,"Dana Carvey: Straight White Male, 60",,2016,N/A,6.4/10,50/100,,,Want To SeeSeen
22,,Dead Before Dawn,,2012,18+,4.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
23,,Tropic of Cancer,,1970,18+,5.5/10,50/100,Rent or Buy,,Want To SeeSeen
24,,A Dog Named Christmas,,2009,7+,7.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
25,,Chris Porter: Ugly and Angry,,2014,N/A,7.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
26,,Queen to Play,,2009,N/A,6.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
27,,Masterminds,,1997,13+,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
28,,"Three Bedrooms, One Corpse: An Aurora Teagarden Mystery",,2016,N/A,6.9/10,50/100,Rent or Buy,,Want To SeeSeen
29,,Curious George: A Very Monkey Christmas,,2009,all,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
30,,A Summer Romance,,2019,all,6.8/10,50/100,Rent or Buy,,Want To SeeSeen
31,,ReMastered: Massacre at the Stadium,,2019,N/A,7.3/10,50/100,,,Want To SeeSeen
32,,Old Gringo,,1989,18+,5.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
33,,Locked Up,,2017,18+,3.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
34,,Phobia,,2016,N/A,6.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
35,,My Own Country,,1998,18+,6.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
36,,Salome's Last Dance,,1988,18+,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
37,,Farming,,2018,18+,5.9/10,50/100,Rent or Buy,,Want To SeeSeen
38,,Modern Problems,,1981,7+,5.1/10,50/100,Rent or Buy,,Want To SeeSeen
39,,Coming Soon,,1999,18+,4.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
40,,Anamorph,,2007,18+,5.5/10,50/100,Rent or Buy,,Want To SeeSeen
41,,Evidence,,2011,18+,5.0/10,50/100,+ Rent or Buy,,Want To SeeSeen
42,,The Last Descent,,2016,7+,5.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
43,,Hunt to Kill,,2010,18+,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
44,,A Knight for a Day,,1946,N/A,6.8/10,50/100,,,Want To SeeSeen
45,,Bran Nue Dae,,2009,13+,6.2/10,50/100,Rent or Buy,,Want To SeeSeen
46,,A Night in the Show,,1915,N/A,6.5/10,50/100,,,Want To SeeSeen
47,,Merrill's Marauders,,1962,13+,6.6/10,50/100,Rent or Buy,,Want To SeeSeen
48,,Street Thief,,2006,N/A,7.1/10,50/100,Rent or Buy,,Want To SeeSeen
49,,The Tenth Man,,1988,N/A,7.0/10,50/100,Rent or Buy,,Want To SeeSeen
0,,The 3rd Eye,,2017,18+,5.2/10,50/100,,,Want To SeeSeen
1,,Desert Runners,,2013,13+,7.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
2,,"I, Olga Hepnarova",,2016,N/A,6.6/10,50/100,Rent or Buy,,Want To SeeSeen
3,,"Arabian Nights: Volume 1, The Restless One",,2015,N/A,6.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
4,,Joe Somebody,,2001,7+,5.5/10,50/100,Rent or Buy,,Want To SeeSeen
5,,Milada,,2017,N/A,6.3/10,50/100,,,Want To SeeSeen
6,,Zeroville,,2019,18+,4.6/10,50/100,+ Rent or Buy,,Want To SeeSeen
7,,Cat Chaser,,1989,18+,5.2/10,50/100,cont+ Rent or Buy,,Want To SeeSeen
8,,The Call,,2020,N/A,4.1/10,50/100,Rent or Buy,,Want To SeeSeen
9,,Held Up,,1999,13+,5.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
10,,Material,,2012,N/A,7.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
11,,Free Rein: Valentine's Day,,2019,N/A,8.0/10,50/100,,,Want To SeeSeen
12,,Phantom Detective,,2016,13+,6.3/10,50/100,+ Rent or Buy,,Want To SeeSeen
13,,Shut Up Little Man! An Audio Misadventure,,2011,N/A,6.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
14,,The Jungle Bunch: The Movie,,2011,all,5.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
15,,Abducted: Fugitive for Love,,2007,16+,5.9/10,50/100,+ Rent or Buy,,Want To SeeSeen
16,,Joysticks,,1983,18+,4.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
17,,Nude Nuns with Big Guns,,2010,N/A,3.9/10,50/100,Rent or Buy,,Want To SeeSeen
18,,All the Way Boys,,1972,7+,6.7/10,50/100,Rent or Buy,,Want To SeeSeen
19,,The Sisterhood of Night,,2015,13+,6.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
20,,Trench 11,,2017,N/A,5.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
21,,Jumping Ship,,2001,all,6.2/10,50/100,+ Rent or Buy,,Want To SeeSeen
22,,Mr. Kaplan,,2014,N/A,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
23,,Circle of Iron,,1978,18+,5.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
24,,The Road Movie,,2017,N/A,6.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
25,,Jeans,,1998,N/A,6.5/10,50/100,+ Rent or Buy,,Want To SeeSeen
26,,Cast a Giant Shadow,,1966,N/A,6.4/10,50/100,Rent or Buy,,Want To SeeSeen
27,,A Valentine's Match,,2020,all,6.8/10,50/100,Rent or Buy,,Want To SeeSeen
28,,Time Share,,2000,7+,5.7/10,50/100,+ Rent or Buy,,Want To SeeSeen
29,,Top Gear: At the Movies,,2011,N/A,7.4/10,50/100,Rent or Buy,,Want To SeeSeen
30,,Last Day of Freedom,,2015,N/A,7.5/10,50/100,,,Want To SeeSeen
31,,No Rest for the Wicked,,2011,N/A,6.4/10,50/100,+ Rent or Buy,,Want To SeeSeen
32,,Muhammad Ali's Greatest Fight,,2013,N/A,6.8/10,50/100,+ Rent or Buy,,Want To SeeSeen
