,,Title,,Year,Rating,,,Available On,,
11,,Underworld: Rise of the Lycans,,2009,18+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
12,,Gangster Squad,,2013,18+,6.7/10,68/100,Rent or Buy,,Want To SeeSeen
13,,Barry,,2016,N/A,5.8/10,68/100,,,Want To SeeSeen
14,,The Rider,,2018,18+,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
15,,Flushed Away,,2006,7+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
16,,A Christmas Tale,,2008,N/A,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,The Party,,1968,7+,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
18,,"Muriel, or the Time of Return",,1963,N/A,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
19,,The Pruitt-Igoe Myth,,2012,N/A,7.5/10,68/100,,,Want To SeeSeen
20,,One Crazy Summer,,1986,7+,6.4/10,68/100,Rent or Buy,,Want To SeeSeen
21,,Felicia's Journey,,1999,13+,7.0/10,68/100,Rent or Buy,,Want To SeeSeen
22,,The Man Who Knew Too Much,,1956,7+,7.4/10,68/100,film+ Rent or Buy,,Want To SeeSeen
23,,Conspiracy Theory,,1997,18+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
24,,Bull Durham,,1988,18+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
25,,Once Upon a Time in Mexico,,2003,18+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
26,,Biutiful,,2010,18+,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
27,,Harold and Lillian: A Hollywood Love Story,,2015,N/A,8.0/10,68/100,Rent or Buy,,Want To SeeSeen
28,,George of the Jungle,,1997,7+,5.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
29,,Pretty in Pink,,1986,13+,6.8/10,68/100,Rent or Buy,,Want To SeeSeen
30,,Things Change,,1988,7+,7.0/10,68/100,Rent or Buy,,Want To SeeSeen
31,,Johnny English,,2003,7+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
32,,Koko: A Talking Gorilla,,1978,N/A,7.3/10,68/100,,,Want To SeeSeen
33,,Dragon Hunters,,2008,7+,6.6/10,68/100,Rent or Buy,,Want To SeeSeen
34,,Jar City,,2006,N/A,6.9/10,68/100,Rent or Buy,,Want To SeeSeen
35,,Mad Max Beyond Thunderdome,,1985,13+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
36,,Shaolin Soccer,,2001,7+,7.3/10,68/100,Rent or Buy,,Want To SeeSeen
37,,Invincible,,2006,7+,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
38,,Mars Attacks!,,1996,13+,6.3/10,68/100,Rent or Buy,,Want To SeeSeen
39,,The Trial of Joan of Arc,,1963,N/A,7.5/10,68/100,,,Want To SeeSeen
40,,Star Trek: The Motion Picture,,1979,7+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
41,,Women on the Verge of a Nervous Breakdown,,1988,18+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
42,,Harvey,,1950,N/A,7.9/10,68/100,Rent or Buy,,Want To SeeSeen
43,,It's Kind of a Funny Story,,2010,13+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
44,,Mala Noche,,1986,N/A,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
45,,Deep Sea 3D,,2006,all,7.5/10,68/100,Rent or Buy,,Want To SeeSeen
46,,The Muppet Movie,,1979,all,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
47,,Traitor,,2008,13+,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
48,,How the Grinch Stole Christmas!,,1966,all,8.4/10,68/100,Rent or Buy,,Want To SeeSeen
49,,The Time That Remains,,2009,13+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
0,,Wonder Boys,,2000,18+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
1,,R,,2010,N/A,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
2,,One Man Band,,2005,all,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
3,,Cliffhanger,,1993,18+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
4,,All the Money in the World,,2017,18+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
5,,Detroit,,2017,18+,7.3/10,68/100,Rent or Buy,,Want To SeeSeen
6,,Man on a Ledge,,2012,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
7,,Dog Days,,2001,18+,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
8,,Naked Childhood,,1968,N/A,7.5/10,68/100,,,Want To SeeSeen
9,,The Spy in Black,,1939,N/A,6.9/10,68/100,,,Want To SeeSeen
10,,Tokyo Godfathers,,2003,13+,7.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
11,,Cypher,,2002,18+,6.8/10,68/100,Rent or Buy,,Want To SeeSeen
12,,The Cable Guy,,1996,13+,6.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
13,,The Exorcism of Emily Rose,,2005,13+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
14,,Reversing Roe,,2018,N/A,7.5/10,68/100,,,Want To SeeSeen
15,,The Edge,,1997,18+,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
16,,The Circle,,2017,13+,5.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,Saala Khadoos,,2016,N/A,7.6/10,68/100,Rent or Buy,,Want To SeeSeen
18,,Freaky Friday,,2003,7+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
19,,Romeo and Juliet,,1968,7+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
20,,This Is Elvis,,1981,7+,7.5/10,68/100,Rent or Buy,,Want To SeeSeen
21,,Decision Before Dawn,,1951,N/A,7.2/10,68/100,Rent or Buy,,Want To SeeSeen
22,,Blade: Trinity,,2004,18+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
23,,Samson and Delilah,,2009,N/A,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
24,,The Taking of Pelham One Two Three,,1974,18+,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
25,,Boys,,2014,N/A,7.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
26,,The Long Day Closes,,1992,7+,7.4/10,68/100,,,Want To SeeSeen
27,,Serendipity,,2001,13+,6.9/10,68/100,Rent or Buy,,Want To SeeSeen
28,,Animal Kingdom,,2010,18+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
29,,Yeelen,,1987,N/A,7.0/10,68/100,,,Want To SeeSeen
30,,A Christmas Carol,,2009,7+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
31,,An American Tail,,1986,all,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
32,,Last Action Hero,,1993,13+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
33,,The Age of Innocence,,1993,7+,7.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
34,,The Longest Yard,,2005,13+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
35,,The Legacy of the Bones,,2019,18+,6.3/10,68/100,,,Want To SeeSeen
36,,Veronica Mars,,2014,13+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
37,,The Skeleton Key,,2005,13+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
38,,Shine,,1996,13+,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
39,,Big Business,,1988,7+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
40,,Singham,,2011,N/A,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
41,,Far from the Madding Crowd,,1967,7+,7.2/10,68/100,Rent or Buy,,Want To SeeSeen
42,,The Golden Compass,,2007,13+,6.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
43,,Battlestar Galactica: Razor,,2007,7+,7.6/10,68/100,Rent or Buy,,Want To SeeSeen
44,,Secret Window,,2004,13+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
45,,White Men Can't Jump,,1992,18+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
46,,Disclosure,,2020,18+,8.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
47,,Or (My Treasure),,2004,N/A,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
48,,The Oath,,2010,N/A,7.2/10,68/100,,,Want To SeeSeen
49,,The World of Henry Orient,,1964,N/A,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
0,,Dreamgirls,,2006,13+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
1,,The Conformist,,1970,18+,8.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
2,,Shadow of a Doubt,,1943,7+,7.8/10,68/100,Rent or Buy,,Want To SeeSeen
3,,Damn Yankees!,,1958,N/A,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
4,,J. Edgar,,2011,18+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
5,,Off the Map,,2003,13+,7.2/10,68/100,Rent or Buy,,Want To SeeSeen
6,,The Business,,2005,18+,6.7/10,68/100,Rent or Buy,,Want To SeeSeen
7,,Jamon Jamon,,1992,N/A,6.4/10,68/100,Rent or Buy,,Want To SeeSeen
8,,The Message,,1976,7+,8.2/10,68/100,Rent or Buy,,Want To SeeSeen
9,,The Sorcerer's Apprentice,,2010,7+,6.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
10,,Desperate Living,,1977,18+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
11,,Star Trek: Nemesis,,2002,13+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
12,,The Last Waltz,,1978,7+,8.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
13,,Scream 2,,1997,18+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
14,,Man Up,,2015,18+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
15,,Giant,,1956,all,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
16,,My Best Friend's Wedding,,1997,13+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,The Sopranos,,1999,18+,9.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
18,,Last Hurrah for Chivalry,,1979,N/A,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
19,,When Marnie Was There,,2014,7+,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
20,,Mad Detective,,2007,N/A,7.2/10,68/100,Rent or Buy,,Want To SeeSeen
21,,Scanners,,1981,18+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
22,,The Karate Kid,,2010,7+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
23,,Adrift,,2018,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
24,,Romanzo criminale,,2005,N/A,7.2/10,68/100,Rent or Buy,,Want To SeeSeen
25,,Fabricated City,,2017,N/A,6.9/10,68/100,Rent or Buy,,Want To SeeSeen
26,,Fallen,,1998,18+,7.0/10,68/100,Rent or Buy,,Want To SeeSeen
27,,Knight and Day,,2010,13+,6.3/10,68/100,Rent or Buy,,Want To SeeSeen
28,,The Towering Inferno,,1974,7+,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
29,,Bend It Like Beckham,,2002,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
30,,Teenage Mutant Ninja Turtles,,2014,13+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
31,,Weird Science,,1985,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
32,,The Proposition,,2005,18+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
33,,System Crasher,,2019,N/A,7.8/10,68/100,,,Want To SeeSeen
34,,Mildred Pierce,,1945,N/A,8.0/10,68/100,Rent or Buy,,Want To SeeSeen
35,,Night at the Museum: Secret of the Tomb,,2014,7+,6.2/10,68/100,Rent or Buy,,Want To SeeSeen
36,,Black Dynamite,,2009,18+,7.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
37,,Alpha Dog,,2006,18+,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
38,,The Running Man,,1987,18+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
39,,¡Three Amigos!,,1986,7+,6.5/10,68/100,Rent or Buy,,Want To SeeSeen
40,,Underground,,1995,N/A,8.1/10,68/100,,,Want To SeeSeen
41,,Instinct,,1999,18+,6.6/10,68/100,Rent or Buy,,Want To SeeSeen
42,,Pale Rider,,1985,18+,7.3/10,68/100,Rent or Buy,,Want To SeeSeen
43,,A Dog's Journey,,2019,7+,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
44,,Annabelle Comes Home,,2019,18+,5.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
45,,The Shape of Things,,2003,18+,6.7/10,68/100,Rent or Buy,,Want To SeeSeen
46,,"Goodbye, Mr. Chips",,1969,all,6.9/10,68/100,Rent or Buy,,Want To SeeSeen
47,,1900,,1976,18+,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
48,,12 Strong,,2018,18+,6.6/10,68/100,Rent or Buy,,Want To SeeSeen
49,,United 93,,2006,18+,7.6/10,68/100,Rent or Buy,,Want To SeeSeen
0,,Les Girls,,1957,N/A,6.7/10,68/100,Rent or Buy,,Want To SeeSeen
1,,Be with Me,,2005,N/A,7.0/10,68/100,,,Want To SeeSeen
2,,The Colors of the Mountain,,2011,N/A,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
3,,2 States,,2014,7+,6.9/10,68/100,,,Want To SeeSeen
4,,Christine,,1983,18+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
5,,Zulu,,1964,N/A,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
6,,Lifted,,2006,all,7.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
7,,I Love You Phillip Morris,,2009,18+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
8,,The Jerk,,1979,18+,7.2/10,68/100,Rent or Buy,,Want To SeeSeen
9,,Crocodile Dundee,,1986,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
10,,The Boat That Rocked,,2009,18+,7.4/10,68/100,Rent or Buy,,Want To SeeSeen
11,,Mosul,,2020,N/A,7.2/10,68/100,,,Want To SeeSeen
12,,The Island,,2006,13+,7.9/10,68/100,Rent or Buy,,Want To SeeSeen
13,,47 Ronin,,2013,13+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
14,,A Most Violent Year,,2014,18+,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
15,,"The Cook, the Thief, His Wife & Her Lover",,1989,18+,7.6/10,68/100,,,Want To SeeSeen
16,,National Lampoon's Van Wilder,,2002,18+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,Waves,,2019,18+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
18,,Jigsaw,,2017,18+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
19,,Twelfth Night,,1996,7+,7.2/10,68/100,Rent or Buy,,Want To SeeSeen
20,,The Outpost,,2019,18+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
21,,The Secret of Kells,,2009,N/A,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
22,,Mr. Skeffington,,1944,all,7.7/10,68/100,Rent or Buy,,Want To SeeSeen
23,,Jeremiah Johnson,,1972,7+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
24,,The Duchess,,2008,13+,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
25,,March of the Penguins,,2005,all,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
26,,The Station Agent,,2003,18+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
27,,Elle,,2016,18+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
28,,Clash of the Titans,,2010,13+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
29,,Practical Magic,,1998,13+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
30,,Ne Zha,,2019,N/A,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
31,,Boys State,,2020,13+,7.7/10,68/100,,,Want To SeeSeen
32,,The Last Gladiators,,2012,18+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
33,,RoboCop,,2014,13+,6.1/10,68/100,Rent or Buy,,Want To SeeSeen
34,,The Hidden Face,,2011,18+,7.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
35,,Romancing the Stone,,1984,7+,6.9/10,68/100,Rent or Buy,,Want To SeeSeen
36,,Lara Croft: Tomb Raider,,2001,13+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
37,,The Angry Birds Movie,,2016,7+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
38,,Twitches,,2005,7+,5.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
39,,Leap Year,,2010,7+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
40,,Casper,,1995,7+,6.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
41,,The Heist of the Century,,2020,N/A,7.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
42,,Genevieve,,1953,N/A,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
43,,Beowulf,,2007,13+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
44,,The Crying Game,,1992,18+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
45,,Coming 2 America,,2021,13+,5.3/10,68/100,,,Want To SeeSeen
46,,"Food, Inc.",,2008,7+,7.8/10,68/100,dox+ Rent or Buy,,Want To SeeSeen
47,,The Cell,,2000,18+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
48,,The Great Debaters,,2007,13+,7.5/10,68/100,Rent or Buy,,Want To SeeSeen
49,,"It's a Mad, Mad, Mad, Mad World",,1963,all,7.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
0,,A Somewhat Gentle Man,,2010,N/A,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
1,,Fire and Ice,,1983,7+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
2,,Amazing Journey - The Story of The Who,,2007,N/A,8.2/10,68/100,Rent or Buy,,Want To SeeSeen
3,,A Hidden Life,,2019,13+,7.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
4,,Riddick,,2013,18+,6.4/10,68/100,Rent or Buy,,Want To SeeSeen
5,,Fitzcarraldo,,1982,7+,8.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
6,,I.O.U.S.A.,,2008,7+,7.5/10,68/100,Rent or Buy,,Want To SeeSeen
7,,Finding Forrester,,2000,13+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
8,,Gabbeh,,1996,N/A,6.9/10,68/100,Rent or Buy,,Want To SeeSeen
9,,Ruby Sparks,,2012,18+,7.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
10,,Anthropoid,,2016,18+,7.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
11,,Pain & Gain,,2013,18+,6.4/10,68/100,Rent or Buy,,Want To SeeSeen
12,,Bring It On,,2000,13+,6.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
13,,The Flowers of War,,2011,18+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
14,,Grown Ups,,2010,13+,5.9/10,68/100,Rent or Buy,,Want To SeeSeen
15,,Battle of the Sexes,,2017,13+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
16,,Dhoom,,2004,7+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,"Michael Bolton's Big, Sexy Valentine's Day Special",,2017,18+,6.7/10,68/100,,,Want To SeeSeen
18,,Paycheck,,2003,13+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
19,,Brightburn,,2019,18+,6.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
20,,The Watchmaker of St. Paul,,1974,N/A,7.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
21,,Geostorm,,2017,13+,5.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
22,,Mifune,,1999,18+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
23,,Bhavesh Joshi Superhero,,2018,N/A,7.6/10,68/100,,,Want To SeeSeen
24,,Notes on a Scandal,,2006,18+,7.4/10,68/100,Rent or Buy,,Want To SeeSeen
25,,Lupin the Third: The Castle of Cagliostro,,1979,7+,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
26,,Taken 3,,2014,13+,6.0/10,68/100,Rent or Buy,,Want To SeeSeen
27,,Iron Will,,1994,7+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
28,,The Girl Who Leapt Through Time,,2006,7+,7.7/10,68/100,Rent or Buy,,Want To SeeSeen
29,,Smokey and the Bandit,,1977,7+,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
30,,Jurassic Park III,,2001,13+,5.9/10,68/100,Rent or Buy,,Want To SeeSeen
31,,Road House,,1989,18+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
32,,Three Identical Strangers,,2018,13+,7.6/10,68/100,Rent or Buy,,Want To SeeSeen
33,,Power Rangers,,2017,13+,5.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
34,,Backdraft,,1991,18+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
35,,Grand Illusion,,1937,N/A,8.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
36,,Ida,,2013,13+,7.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
37,,Meet the Fockers,,2004,13+,6.3/10,68/100,Rent or Buy,,Want To SeeSeen
38,,Hedwig and the Angry Inch,,2001,18+,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
39,,Star Trek III: The Search for Spock,,1984,7+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
40,,She's the Man,,2006,13+,6.3/10,68/100,Rent or Buy,,Want To SeeSeen
41,,Welcome to the Rileys,,2010,18+,7.0/10,68/100,Rent or Buy,,Want To SeeSeen
42,,Holy Motors,,2012,N/A,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
43,,Objectified,,2009,N/A,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
44,,Bloodsport,,1988,16+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
45,,U-571,,2000,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
46,,Four Flies on Grey Velvet,,1971,7+,6.6/10,68/100,Rent or Buy,,Want To SeeSeen
47,,Nights of Cabiria,,1957,N/A,8.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
48,,Stowaway,,2021,18+,5.6/10,68/100,,,Want To SeeSeen
49,,Empire of Passion,,1978,18+,7.0/10,68/100,,,Want To SeeSeen
0,,Dragged Across Concrete,,2019,18+,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
1,,The Long Goodbye,,1973,18+,7.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
2,,AVP: Alien vs. Predator,,2004,13+,5.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
3,,Brain on Fire,,2017,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
4,,A Good Marriage,,1982,7+,7.0/10,68/100,Rent or Buy,,Want To SeeSeen
5,,Spring,,2014,16+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
6,,Outside the Wire,,2021,18+,5.4/10,68/100,,,Want To SeeSeen
7,,The Man with the Golden Gun,,1974,7+,6.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
8,,16 Blocks,,2006,13+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
9,,Much Ado About Nothing,,1993,13+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
10,,Breach,,2007,13+,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
11,,Lion's Den,,2008,N/A,7.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
12,,Ip Man 3,,2015,13+,7.1/10,68/100,hiya+ Rent or Buy,,Want To SeeSeen
13,,The Sun,,2005,N/A,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
14,,Ali,,2001,18+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
15,,Padre Padrone,,1977,N/A,7.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
16,,Parker,,2013,18+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
17,,Shaft,,2019,18+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
18,,Monsters vs Aliens,,2009,7+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
19,,Man on Wire,,2008,13+,7.7/10,68/100,dox+ Rent or Buy,,Want To SeeSeen
20,,Quién te cantará,,2018,N/A,7.0/10,68/100,,,Want To SeeSeen
21,,Ingrid Goes West,,2017,18+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
22,,Act of Valor,,2012,18+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
23,,Music and Lyrics,,2007,13+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
24,,The Purge: Election Year,,2016,18+,6.0/10,68/100,+ Rent or Buy,,Want To SeeSeen
25,,Jacob the Liar,,1974,N/A,7.2/10,68/100,,,Want To SeeSeen
26,,Mercury 13,,2018,N/A,6.8/10,68/100,,,Want To SeeSeen
27,,Silverado,,1985,13+,7.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
28,,The Return of the Living Dead,,1985,18+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
29,,The Lucky One,,2012,13+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
30,,Arctic,,2018,13+,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
31,,Mighty Joe Young,,1949,N/A,7.0/10,68/100,Rent or Buy,,Want To SeeSeen
32,,One Cut of the Dead,,2017,N/A,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
33,,The Ninth Day,,2004,N/A,7.1/10,68/100,+ Rent or Buy,,Want To SeeSeen
34,,A Nightmare on Elm Street 4: The Dream Master,,1988,18+,5.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
35,,No Man's Land,,2001,18+,7.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
36,,La Femme Nikita,,1990,18+,7.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
37,,Going in Style,,1979,7+,7.1/10,68/100,Rent or Buy,,Want To SeeSeen
38,,Executive Suite,,1954,N/A,7.4/10,68/100,Rent or Buy,,Want To SeeSeen
39,,Neon Bull,,2016,N/A,6.8/10,68/100,+ Rent or Buy,,Want To SeeSeen
40,,The Punisher,,2004,18+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
41,,Agora,,2009,13+,7.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
42,,The Odd Couple,,1968,all,7.7/10,68/100,+ Rent or Buy,,Want To SeeSeen
43,,Sherlock Jr.,,1924,N/A,8.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
44,,One Wonderful Sunday,,1947,N/A,7.2/10,68/100,,,Want To SeeSeen
45,,Stripes,,1981,18+,6.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
46,,Horrible Bosses 2,,2014,18+,6.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
47,,Filth,,2013,18+,7.1/10,68/100,warr+ Rent or Buy,,Want To SeeSeen
48,,Children of Glory,,2006,N/A,6.9/10,68/100,Rent or Buy,,Want To SeeSeen
49,,The Commuter,,2018,13+,6.3/10,67/100,+ Rent or Buy,,Want To SeeSeen
