,,Title,,Year,Rating,,,Available On,,
47,,The Scapegoat,,2012,N/A,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
48,,Getting Go: The Go Doc Project,,2013,N/A,7.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
49,,Chinese Roulette,,1976,N/A,7.3/10,56/100,,,Want To SeeSeen
0,,Being Flynn,,2012,18+,6.4/10,56/100,Rent or Buy,,Want To SeeSeen
1,,Daniel Tosh: Happy Thoughts,,2011,N/A,7.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
2,,Running with Scissors,,2006,18+,6.1/10,56/100,Rent or Buy,,Want To SeeSeen
3,,À propos de Nice,,1930,N/A,7.4/10,56/100,,,Want To SeeSeen
4,,The Comedian,,2016,18+,5.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
5,,Day of the Wacko,,2002,N/A,8.1/10,56/100,,,Want To SeeSeen
6,,Lullaby,,2014,18+,6.2/10,56/100,Rent or Buy,,Want To SeeSeen
7,,The Magician,,2005,18+,6.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
8,,The Bullet Vanishes,,2012,13+,6.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
9,,King of Kings,,1961,13+,7.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
10,,Frankenstein Meets the Wolf Man,,1943,7+,6.5/10,56/100,Rent or Buy,,Want To SeeSeen
11,,A Girl Cut in Two,,2007,N/A,6.2/10,56/100,Rent or Buy,,Want To SeeSeen
12,,The Boss: Anatomy of a Crime,,2014,N/A,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
13,,Judas Kiss,,1998,18+,6.2/10,56/100,,,Want To SeeSeen
14,,Summer 1993,,2017,N/A,7.2/10,56/100,Rent or Buy,,Want To SeeSeen
15,,Karthik Calling Karthik,,2010,7+,7.1/10,56/100,,,Want To SeeSeen
16,,Yearning,,1964,N/A,8.0/10,56/100,,,Want To SeeSeen
17,,Godzilla 2000: Millennium,,2000,7+,6.1/10,56/100,Rent or Buy,,Want To SeeSeen
18,,Forget Paris,,1995,13+,6.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
19,,Lonesome Ghosts,,1937,N/A,7.7/10,56/100,,,Want To SeeSeen
20,,X: The Man with the X-Ray Eyes,,1963,N/A,6.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
21,,To Sleep with Anger,,1990,7+,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
22,,Haute Cuisine,,2012,13+,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
23,,Amityville II: The Possession,,1982,18+,5.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
24,,What We Do Is Secret,,2007,18+,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
25,,Path to War,,2003,16+,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
26,,In the Land of Blood and Honey,,2011,18+,4.5/10,56/100,Rent or Buy,,Want To SeeSeen
27,,K. D.,,2019,N/A,8.6/10,56/100,,,Want To SeeSeen
28,,8:46,,2020,N/A,8.1/10,56/100,,,Want To SeeSeen
29,,Princess,,2014,N/A,6.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
30,,Who Took Johnny,,2014,N/A,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
31,,Long Way North,,2015,7+,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
32,,The Getaway,,1994,18+,5.8/10,56/100,Rent or Buy,,Want To SeeSeen
33,,Sgt. Stubby: An American Hero,,2018,7+,6.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
34,,2001 Maniacs,,2005,18+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
35,,French Twist,,1995,18+,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
36,,"Hello, Love, Goodbye",,2019,7+,7.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
37,,Felony,,2014,18+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
38,,Raising Cain,,1992,18+,6.1/10,56/100,Rent or Buy,,Want To SeeSeen
39,,Limite,,1931,N/A,7.3/10,56/100,,,Want To SeeSeen
40,,Adult Beginners,,2014,18+,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
41,,View from the Top,,2003,13+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
42,,The Street Fighter,,1974,18+,7.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
43,,Assassination Games,,2011,18+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
44,,Sorority Row,,2009,18+,5.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
45,,Whitney: Can I Be Me,,2017,N/A,6.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
46,,Sweeney Todd,,2006,N/A,6.9/10,56/100,,,Want To SeeSeen
47,,Frankenstein's Army,,2013,18+,5.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
48,,The In-Laws,,2003,13+,5.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
49,,The Messengers,,2007,13+,5.4/10,56/100,Rent or Buy,,Want To SeeSeen
0,,R.A.I.D. Special Unit,,2017,N/A,5.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
1,,This Is Not a Film,,2011,N/A,7.4/10,56/100,,,Want To SeeSeen
2,,Casa De Mi Padre,,2012,18+,5.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
3,,Windstorm,,2013,N/A,6.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
4,,The Chronicles of Riddick: Dark Fury,,2004,13+,6.6/10,56/100,Rent or Buy,,Want To SeeSeen
5,,The Good German,,2006,18+,6.0/10,56/100,Rent or Buy,,Want To SeeSeen
6,,The Block Island Sound,,2020,N/A,5.3/10,56/100,,,Want To SeeSeen
7,,Duets,,2000,18+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
8,,Georgetown,,2021,18+,5.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
9,,Bad Moon,,1996,18+,5.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
10,,Come Undone,,2010,N/A,6.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
11,,Leto,,2018,N/A,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
12,,Antarctica: A Year on Ice,,2013,7+,7.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
13,,Hatchet III,,2013,18+,5.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
14,,The Grizzlies,,2019,18+,7.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
15,,Moonwalker,,1988,7+,6.1/10,56/100,Rent or Buy,,Want To SeeSeen
16,,Hôtel du Nord,,1938,N/A,7.7/10,56/100,,,Want To SeeSeen
17,,Shutter,,2008,13+,5.2/10,56/100,Rent or Buy,,Want To SeeSeen
18,,Blithe Spirit,,2020,13+,5.4/10,56/100,Rent or Buy,,Want To SeeSeen
19,,Queens,,2005,18+,6.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
20,,Salomé,,1923,N/A,6.6/10,56/100,Rent or Buy,,Want To SeeSeen
21,,The Greasy Strangler,,2016,N/A,5.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
22,,Boxcar Bertha,,1972,18+,6.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
23,,Ladies in Black,,2018,7+,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
24,,Saint Ralph,,2005,13+,7.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
25,,Dance of the Dead,,2008,18+,5.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
26,,The Keeping Hours,,2017,13+,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
27,,Cameraperson,,2016,N/A,7.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
28,,In the Grayscale,,2015,N/A,6.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
29,,The Trailer Park Boys Xmas Special,,2004,N/A,8.0/10,56/100,,,Want To SeeSeen
30,,McQ,,1974,7+,6.3/10,56/100,Rent or Buy,,Want To SeeSeen
31,,Blood Machines,,2020,N/A,6.1/10,56/100,,,Want To SeeSeen
32,,The Pirates of Somalia,,2017,18+,6.8/10,56/100,Rent or Buy,,Want To SeeSeen
33,,Wrong,,2012,N/A,6.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
34,,Brideshead Revisited,,2008,13+,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
35,,The Courageous Heart of Irena Sendler,,2009,7+,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
36,,Take Me Out to the Ball Game,,1949,N/A,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
37,,Greedy,,1994,13+,6.3/10,56/100,Rent or Buy,,Want To SeeSeen
38,,The Other Side of the Door,,2016,16+,5.3/10,56/100,Rent or Buy,,Want To SeeSeen
39,,Cinderella,,1965,all,7.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
40,,Ava,,2017,18+,6.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
41,,XX,,2017,18+,4.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
42,,Hello I Must Be Going,,2012,18+,6.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
43,,One Hundred Steps,,2000,N/A,7.6/10,56/100,Rent or Buy,,Want To SeeSeen
44,,The Children Are Watching Us,,1944,N/A,7.7/10,56/100,,,Want To SeeSeen
45,,Patton Oswalt: My Weakness Is Strong,,2009,N/A,7.6/10,56/100,Rent or Buy,,Want To SeeSeen
46,,Inuyasha the Movie 3: Swords of an Honorable Ruler,,2003,7+,7.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
47,,"Crack: Cocaine, Corruption & Conspiracy",,2021,N/A,6.7/10,56/100,,,Want To SeeSeen
48,,Ladybugs,,1992,13+,5.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
49,,Royal Wedding,,1951,N/A,6.7/10,56/100,dove+ Rent or Buy,,Want To SeeSeen
0,,Made in Dagenham,,2010,18+,7.2/10,56/100,Rent or Buy,,Want To SeeSeen
1,,The January Man,,1989,18+,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
2,,Phantasm III: Lord of the Dead,,1994,18+,6.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
3,,Pootie Tang,,2001,13+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
4,,Cirque du Soleil: Worlds Away,,2012,7+,6.8/10,56/100,Rent or Buy,,Want To SeeSeen
5,,Serving Sara,,2002,13+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
6,,Killing Reagan,,2016,16+,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
7,,Let It Shine,,2012,all,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
8,,The Hunchback of Notre Dame,,1923,N/A,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
9,,Inside Deep Throat,,2005,18+,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
10,,The Last King,,2016,18+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
11,,Star Wars Biomes,,2021,N/A,7.0/10,56/100,,,Want To SeeSeen
12,,Holy Smoke,,1999,18+,5.9/10,56/100,Rent or Buy,,Want To SeeSeen
13,,Aftershock,,2010,N/A,7.5/10,56/100,Rent or Buy,,Want To SeeSeen
14,,The Reluctant Dragon,,1941,all,6.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
15,,Godzilla Against MechaGodzilla,,2002,7+,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
16,,Dolly Parton's Coat of Many Colors,,2015,all,7.9/10,56/100,Rent or Buy,,Want To SeeSeen
17,,Walt Before Mickey,,2015,all,5.9/10,56/100,ameb+ Rent or Buy,,Want To SeeSeen
18,,Raining Stones,,1993,N/A,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
19,,The Rocket,,2013,N/A,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
20,,The Last Man on the Moon,,2016,18+,7.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
21,,"Come Back, Africa",,1959,N/A,7.1/10,56/100,Rent or Buy,,Want To SeeSeen
22,,Russell Brand: Messiah Complex,,2013,18+,7.3/10,56/100,,,Want To SeeSeen
23,,How About You...,,2007,N/A,6.8/10,56/100,Rent or Buy,,Want To SeeSeen
24,,Finding Steve McQueen,,2019,18+,6.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
25,,Iron Sky: The Coming Race,,2019,18+,5.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
26,,Super Size Me 2: Holy Chicken!,,2019,13+,7.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
27,,Metro,,1997,18+,5.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
28,,Neds,,2010,16+,7.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
29,,Love in Thoughts,,2004,N/A,7.0/10,56/100,Rent or Buy,,Want To SeeSeen
30,,Magic Magic,,2013,18+,5.0/10,56/100,Rent or Buy,,Want To SeeSeen
31,,Blackboard Jungle,,1955,N/A,7.4/10,56/100,Rent or Buy,,Want To SeeSeen
32,,The Happy Prince,,2018,18+,6.3/10,56/100,Rent or Buy,,Want To SeeSeen
33,,School Daze,,1988,18+,6.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
34,,Deathwatch,,2002,18+,6.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
35,,First Snow,,2006,18+,6.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
36,,George Carlin: What Am I Doing in New Jersey?,,1988,N/A,8.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
37,,Life Cycles,,2010,7+,8.4/10,56/100,Rent or Buy,,Want To SeeSeen
38,,"Bloody Nose, Empty Pockets",,2020,N/A,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
39,,Wild Dog,,2021,18+,6.3/10,56/100,,,Want To SeeSeen
40,,Villain,,1971,18+,6.6/10,56/100,Rent or Buy,,Want To SeeSeen
41,,The Great Santini,,1979,7+,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
42,,The Town That Dreaded Sundown,,1976,16+,6.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
43,,Captain Kronos: Vampire Hunter,,1974,18+,6.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
44,,"Cyrano, My Love",,2019,18+,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
45,,Zapped,,2014,all,5.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
46,,Tag,,2015,N/A,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
47,,The Kindness of Strangers,,2019,N/A,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
48,,Yu-Gi-Oh! The Movie,,2004,7+,5.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
49,,The Women of Brewster Place,,1989,N/A,7.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
0,,Poms,,2019,13+,6.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
1,,Drop Zone,,1994,18+,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
2,,October Country,,2009,N/A,6.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
3,,Expelled from Paradise,,2014,16+,6.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
4,,The Package,,1989,18+,6.4/10,56/100,Rent or Buy,,Want To SeeSeen
5,,Baby Done,,2020,N/A,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
6,,About Alex,,2014,18+,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
7,,How to Make an American Quilt,,1995,13+,6.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
8,,Praying With Lior,,2008,N/A,7.6/10,56/100,,,Want To SeeSeen
9,,The Extraordinary Journey of the Fakir,,2017,all,6.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
10,,The Desperate Hours,,1955,N/A,7.5/10,56/100,Rent or Buy,,Want To SeeSeen
11,,The Kid Brother,,1927,all,7.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
12,,Guilty,,2020,N/A,5.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
13,,North to Alaska,,1960,N/A,7.0/10,56/100,Rent or Buy,,Want To SeeSeen
14,,The Longest Week,,2014,13+,5.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
15,,TEKKEN,,2010,18+,4.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
16,,Summer Interlude,,1951,N/A,7.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
17,,Client 9: The Rise and Fall of Eliot Spitzer,,2010,18+,7.4/10,56/100,dox+ Rent or Buy,,Want To SeeSeen
18,,The Black Balloon,,2008,13+,7.2/10,56/100,Rent or Buy,,Want To SeeSeen
19,,Sillu Karupatti,,2019,all,8.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
20,,Woman on the Run,,1950,7+,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
21,,100 Feet,,2008,18+,5.5/10,56/100,Rent or Buy,,Want To SeeSeen
22,,Foxfire,,2012,N/A,6.1/10,56/100,Rent or Buy,,Want To SeeSeen
23,,The Italian,,2005,13+,7.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
24,,Sharky's Machine,,1981,18+,6.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
25,,Barbie in A Mermaid Tale,,2010,all,6.3/10,56/100,Rent or Buy,,Want To SeeSeen
26,,Go Tigers!,,2001,18+,7.2/10,56/100,Rent or Buy,,Want To SeeSeen
27,,Winter in Wartime,,2008,18+,7.0/10,56/100,Rent or Buy,,Want To SeeSeen
28,,Sound of the Mountain,,1954,N/A,7.8/10,56/100,,,Want To SeeSeen
29,,Of Unknown Origin,,1983,18+,6.1/10,56/100,Rent or Buy,,Want To SeeSeen
30,,Get Carter,,2000,18+,5.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
31,,In Between Days,,2007,N/A,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
32,,Breaking & Exiting,,2018,N/A,5.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
33,,End Game,,2018,7+,7.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
34,,Hulk Vs.,,2009,13+,7.0/10,56/100,Rent or Buy,,Want To SeeSeen
35,,Fluke,,1995,7+,6.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
36,,Kid-Thing,,2012,N/A,6.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
37,,The Hunter's Prayer,,2017,18+,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
38,,Dawson City: Frozen Time,,2017,N/A,7.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
39,,Lu Over the Wall,,2017,7+,6.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
40,,Madame Tutli-Putli,,2007,N/A,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
41,,Are We There Yet?,,2005,7+,4.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
42,,The Mandela Effect,,2019,N/A,5.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
43,,The Hills Run Red,,2009,18+,5.4/10,56/100,Rent or Buy,,Want To SeeSeen
44,,Go for It,,1983,N/A,7.2/10,56/100,Rent or Buy,,Want To SeeSeen
45,,"Oh, Woe Is Me",,1993,N/A,6.2/10,56/100,,,Want To SeeSeen
46,,Mindhunters,,2004,18+,6.4/10,56/100,Rent or Buy,,Want To SeeSeen
47,,My Sassy Girl,,2008,13+,6.3/10,56/100,Rent or Buy,,Want To SeeSeen
48,,Havana,,1990,18+,6.1/10,56/100,,,Want To SeeSeen
49,,Midnight Madness,,1980,7+,6.4/10,56/100,Rent or Buy,,Want To SeeSeen
0,,Horsemen,,2009,18+,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
1,,Tremors 3: Back to Perfection,,2001,7+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
2,,Limbo,,1999,18+,7.0/10,56/100,Rent or Buy,,Want To SeeSeen
3,,My Mistress,,2014,N/A,5.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
4,,Filmage: The Story of Descendents/All,,2013,N/A,8.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
5,,Human Capital,,2020,16+,5.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
6,,The Eichmann Show,,2015,N/A,6.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
7,,Lady in White,,1988,13+,6.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
8,,The Most Assassinated Woman in the World,,2018,18+,5.3/10,56/100,,,Want To SeeSeen
9,,In Syria,,2017,N/A,7.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
10,,The Newton Boys,,1998,13+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
11,,The Girl Who Knew Too Much,,1963,N/A,7.0/10,56/100,,,Want To SeeSeen
12,,Generation War,,2013,18+,8.5/10,56/100,,,Want To SeeSeen
13,,Extraterrestrial,,2011,N/A,5.8/10,56/100,Rent or Buy,,Want To SeeSeen
14,,First Kill,,2017,18+,5.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
15,,Jason's Lyric,,1994,18+,6.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
16,,A Cock and Bull Story,,2005,18+,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
17,,The Drug King,,2018,N/A,6.2/10,56/100,,,Want To SeeSeen
18,,Mascots,,2016,18+,5.8/10,56/100,,,Want To SeeSeen
19,,Incognito,,1997,18+,6.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
20,,Hannie Caulder,,1971,18+,6.4/10,56/100,+ Rent or Buy,,Want To SeeSeen
21,,7 Faces of Dr. Lao,,1964,N/A,7.2/10,56/100,Rent or Buy,,Want To SeeSeen
22,,Six Minutes to Midnight,,2020,13+,5.7/10,56/100,Rent or Buy,,Want To SeeSeen
23,,Before and After,,1996,13+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
24,,Sour Apples,,2016,7+,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
25,,Book of Blood,,2009,18+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
26,,Ghost in the Shell Arise - Border 2: Ghost Whispers,,2013,18+,7.2/10,56/100,Rent or Buy,,Want To SeeSeen
27,,Pitfall,,1948,N/A,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
28,,Twisted,,2004,18+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
29,,Mansfield Park,,2007,7+,6.3/10,56/100,,,Want To SeeSeen
30,,Art & Copy,,2009,7+,6.9/10,56/100,Rent or Buy,,Want To SeeSeen
31,,Easy Money: Hard to Kill,,2012,N/A,6.3/10,56/100,cont+ Rent or Buy,,Want To SeeSeen
32,,Radium Girls,,2020,N/A,6.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
33,,Piercing,,2018,18+,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
34,,Wer,,2013,18+,5.9/10,56/100,Rent or Buy,,Want To SeeSeen
35,,Doctor Dolittle,,1967,all,6.2/10,56/100,Rent or Buy,,Want To SeeSeen
36,,Yes Nurse! No Nurse!,,2002,18+,6.7/10,56/100,here+ Rent or Buy,,Want To SeeSeen
37,,Wolves,,2014,18+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
38,,Trailer Park Boys: Say Goodnight to the Bad Guys,,2008,N/A,7.9/10,56/100,,,Want To SeeSeen
39,,The Public,,2019,13+,6.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
40,,House of Tolerance,,2011,N/A,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
41,,Le Chef,,2012,13+,6.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
42,,Barbie: A Fashion Fairytale,,2010,all,6.3/10,56/100,Rent or Buy,,Want To SeeSeen
43,,Slither,,1973,7+,6.2/10,56/100,Rent or Buy,,Want To SeeSeen
44,,Birdboy: The Forgotten Children,,2015,16+,7.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
45,,The Riot Club,,2014,18+,6.0/10,56/100,Rent or Buy,,Want To SeeSeen
46,,Bigfoot Family,,2020,all,5.7/10,56/100,,,Want To SeeSeen
47,,Barabbas,,1961,N/A,6.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
48,,The Beautician and the Beast,,1997,7+,5.5/10,56/100,+ Rent or Buy,,Want To SeeSeen
49,,Footnote,,2011,7+,7.1/10,56/100,Rent or Buy,,Want To SeeSeen
0,,The Naked Prey,,1965,N/A,7.3/10,56/100,Rent or Buy,,Want To SeeSeen
1,,Sex Is Comedy,,2002,18+,5.6/10,56/100,Rent or Buy,,Want To SeeSeen
2,,Renoir,,2012,18+,6.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
3,,White Eye,,2019,N/A,7.3/10,56/100,,,Want To SeeSeen
4,,The Saint,,2017,13+,4.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
5,,Seven Swords,,2005,18+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
6,,Bob Lazar: Area 51 and Flying Saucers,,2018,N/A,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
7,,Dirty Mary Crazy Larry,,1974,7+,6.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
8,,Madea's Witness Protection,,2012,13+,4.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
9,,Blue Hawaii,,1961,7+,6.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
10,,Tormented,,2009,18+,5.1/10,56/100,Rent or Buy,,Want To SeeSeen
11,,Lone Wolf and Cub: Baby Cart in the Land of Demons,,1973,N/A,7.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
12,,Extremis,,2016,7+,7.3/10,56/100,,,Want To SeeSeen
13,,Fastest,,2011,13+,7.8/10,56/100,contdocu+ Rent or Buy,,Want To SeeSeen
14,,Last Train from Gun Hill,,1959,N/A,7.3/10,56/100,Rent or Buy,,Want To SeeSeen
15,,The Outside Story,,2021,N/A,6.0/10,56/100,Rent or Buy,,Want To SeeSeen
16,,The Summit,,2013,18+,6.9/10,56/100,Rent or Buy,,Want To SeeSeen
17,,Sold,,2016,13+,6.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
18,,The Beyond,,2018,16+,4.9/10,56/100,+ Rent or Buy,,Want To SeeSeen
19,,Sweeney Todd: The Demon Barber of Fleet Street,,1982,13+,8.4/10,56/100,Rent or Buy,,Want To SeeSeen
20,,Happy Campers,,2001,18+,5.5/10,56/100,Rent or Buy,,Want To SeeSeen
21,,Pokémon: Mewtwo Strikes Back - Evolution,,2019,7+,5.7/10,56/100,+ Rent or Buy,,Want To SeeSeen
22,,The Wild Thornberrys Movie,,2002,7+,5.6/10,56/100,+ Rent or Buy,,Want To SeeSeen
23,,The Fall,,2019,13+,7.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
24,,Crypto,,2019,18+,5.3/10,56/100,+ Rent or Buy,,Want To SeeSeen
25,,Electra Glide in Blue,,1973,7+,7.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
26,,Sally of the Sawdust,,1925,N/A,6.7/10,56/100,,,Want To SeeSeen
27,,Joe,,1970,18+,6.8/10,56/100,+ Rent or Buy,,Want To SeeSeen
28,,Duel to the Death,,1983,18+,7.2/10,56/100,+ Rent or Buy,,Want To SeeSeen
29,,Brewster McCloud,,1970,18+,7.0/10,56/100,Rent or Buy,,Want To SeeSeen
30,,I Want You,,2012,18+,6.9/10,56/100,Rent or Buy,,Want To SeeSeen
31,,Gidget,,1959,N/A,6.7/10,56/100,Rent or Buy,,Want To SeeSeen
32,,Rebuilding Paradise,,2020,13+,7.0/10,56/100,+ Rent or Buy,,Want To SeeSeen
