,,Title,,Year,Rating,,,Available On,,
4,,Sesame Street,TV,1969,all,8.1/10,74/100,+ Rent or Buy,8 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,Dark Side of the Ring,TV,2019,16+,8.7/10,71/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,Cowboy Bebop,TV,1998,18+,8.9/10,80/100,+ Rent or Buy,26 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,Leverage,TV,2008,16+,7.9/10,81/100,+ Rent or Buy,77 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,The Crown,TV,2016,18+,8.6/10,88/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,Charmed,TV,1998,16+,7.1/10,75/100,+ Rent or Buy,170 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,The Ray Bradbury Theater,TV,1985,N/A,7.5/10,55/100,,62 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,PAW Patrol,TV,2013,all,6.2/10,61/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,Rutherford Falls,TV,2021,16+,6.4/10,64/100,,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,The Crime of the Century,TV,2021,N/A,8.1/10,68/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Hogan's Heroes,TV,1965,7+,7.9/10,66/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,Downton Abbey,TV,2010,16+,8.7/10,81/100,+ Rent or Buy,49 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,Kung Fu,TV,2021,16+,4.9/10,65/100,+ Rent or Buy,7 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,Godfather of Harlem,TV,2019,18+,8.0/10,79/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,Stargate Atlantis,TV,2004,7+,8.1/10,76/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,Animal Kingdom,TV,2016,18+,8.2/10,75/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,Avatar: The Last Airbender,TV,2005,7+,9.3/10,94/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,3rd Rock from the Sun,TV,1996,7+,7.7/10,72/100,+ Rent or Buy,139 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,Star Trek,TV,1966,7+,8.3/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,American Crime,TV,2015,16+,7.8/10,75/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,The Masked Singer,TV,2019,7+,6.1/10,62/100,,66 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,Search Party,TV,2016,18+,7.7/10,75/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,Whose Line Is It Anyway?,TV,1998,16+,8.5/10,75/100,+ Rent or Buy,406 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,Good Witch,TV,2015,7+,7.3/10,69/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,High on the Hog: How African American Cuisine Transformed America,TV,2021,N/A,N/A,51/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,9-1-1,TV,2018,16+,7.7/10,81/100,+ Rent or Buy,4 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,The Witcher,TV,2019,18+,8.2/10,89/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,Boardwalk Empire,TV,2010,18+,8.5/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,Killing Eve,TV,2018,16+,8.2/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,Mad About You,TV,1992,16+,6.7/10,65/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,A&E Biography: WWE Legends,TV,2021,N/A,8.8/10,64/100,,8 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,Bar Rescue,TV,2011,7+,7.6/10,65/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,Loudermilk,TV,2017,18+,7.7/10,74/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,Happy Days,TV,1974,7+,7.4/10,67/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,Star Trek: Lower Decks,TV,2020,16+,7.0/10,65/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,Doom Patrol,TV,2019,18+,7.9/10,81/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,Naruto Shippūden,TV,2007,7+,8.6/10,83/100,+ Rent or Buy,336 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Behind Her Eyes,TV,2021,18+,7.2/10,71/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,Night Court,TV,1984,7+,7.6/10,68/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,The Bridge,TV,2011,18+,8.6/10,77/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,Shark Tank,TV,2009,7+,7.6/10,69/100,+ Rent or Buy,4 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,Shetland,TV,2013,16+,8.1/10,70/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,Bull,TV,2016,16+,7.0/10,69/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,Intergalactic,TV,2021,N/A,3.9/10,56/100,,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,Are You The One?,TV,2014,16+,6.5/10,62/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,Sailor Moon,TV,1992,16+,7.7/10,75/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,Rugrats,TV,1991,all,7.4/10,71/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,Star Trek: Picard,TV,2020,16+,7.5/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,Buffy the Vampire Slayer,TV,1997,16+,8.2/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,Dark,TV,2017,16+,8.8/10,93/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,Married at First Sight,TV,2014,7+,6.2/10,63/100,+ Rent or Buy,171 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,The Killing,TV,2011,18+,8.2/10,83/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,Chernobyl,TV,2019,18+,9.4/10,95/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,Everybody Loves Raymond,TV,1996,7+,7.1/10,71/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,Peaky Blinders,TV,2013,18+,8.8/10,93/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,Alias,TV,2001,16+,7.6/10,81/100,+ Rent or Buy,105 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,Miraculous: Tales of Ladybug & Cat Noir,TV,2015,7+,7.7/10,73/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,Halt and Catch Fire,TV,2014,16+,8.4/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,Get Shorty,TV,2017,18+,8.2/10,70/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,The Sons of Sam: A Descent Into Darkness,TV,2021,18+,7.0/10,69/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Will & Grace,TV,1998,16+,7.2/10,71/100,+ Rent or Buy,10 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,Clarice,TV,2021,16+,6.4/10,70/100,+ Rent or Buy,9 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,Breeders,TV,2020,18+,7.4/10,73/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,The Mentalist,TV,2008,16+,8.1/10,79/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,Columbo,TV,1971,7+,8.2/10,74/100,+ Rent or Buy,65 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,Mayans M.C.,TV,2018,18+,7.6/10,77/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,Battlestar Galactica,TV,1978,7+,7.2/10,71/100,+ Rent or Buy,21 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,Doctor Who,TV,1963,7+,8.4/10,79/100,+ Rent or Buy,55 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,Blue Bloods,TV,2010,16+,7.6/10,81/100,+ Rent or Buy,6 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,24,TV,2001,16+,8.3/10,85/100,+ Rent or Buy,191 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,The A-Team,TV,1983,7+,7.5/10,70/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,Couples Therapy,TV,2019,18+,7.8/10,69/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,Smallville,TV,2001,7+,7.5/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,Robot Chicken,TV,2005,18+,7.7/10,73/100,+ Rent or Buy,6 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,Constantine,TV,2014,16+,7.5/10,77/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,The Brady Bunch,TV,1969,all,6.7/10,63/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,Money Heist,TV,2017,18+,8.3/10,90/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,Evil,TV,2019,16+,7.7/10,76/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,Gossip Girl,TV,2007,16+,7.4/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,Stranger Things,TV,2016,16+,8.7/10,96/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,Hanna,TV,2019,18+,7.5/10,77/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,The Marvelous Mrs. Maisel,TV,2017,18+,8.7/10,86/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,SEAL Team,TV,2017,16+,7.6/10,73/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,Bridgerton,TV,2020,N/A,7.3/10,79/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,Doc Martin,TV,2004,7+,8.3/10,71/100,+ Rent or Buy,47 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,Pretty Little Liars,TV,2010,16+,7.4/10,83/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,Night Stalker: The Hunt For a Serial Killer,TV,2021,18+,7.5/10,72/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Made For Love,TV,2021,18+,6.9/10,77/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,Last Tango in Halifax,TV,2012,16+,8.3/10,72/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,Ken Burns: American Lives,TV,1997,N/A,N/A,29/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,Home Improvement,TV,1991,7+,7.2/10,68/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,Stargirl,TV,2020,7+,7.3/10,69/100,+ Rent or Buy,13 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,Rizzoli & Isles,TV,2010,16+,7.6/10,69/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,Survivor,TV,2000,7+,7.2/10,73/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,Arrested Development,TV,2003,16+,8.7/10,88/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,The Good Wife,TV,2009,16+,8.3/10,83/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,Star Trek: The Next Generation,TV,1987,7+,8.6/10,85/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,CSI: Crime Scene Investigation,TV,2000,16+,7.6/10,74/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,Warehouse 13,TV,2009,7+,7.6/10,78/100,+ Rent or Buy,64 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,Naruto,TV,2002,7+,8.3/10,82/100,+ Rent or Buy,220 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,LEGO Masters,TV,2020,7+,7.3/10,65/100,+ Rent or Buy,10 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,Your Honor,TV,2020,18+,7.6/10,77/100,,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,Lost in Space,TV,2018,7+,7.3/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,High School Musical: The Musical: The Series,TV,2019,7+,7.4/10,69/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,90 Day Fiancé,TV,2014,16+,6.4/10,63/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,Love Life,TV,2020,18+,7.5/10,69/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,That Damn Michael Che,TV,2021,N/A,7.5/10,62/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,Magnum P.I.,TV,2018,16+,5.8/10,64/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,The Affair,TV,2014,18+,7.9/10,78/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,Bluey,TV,2018,all,9.7/10,72/100,+ Rent or Buy,12 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Pride and Prejudice,TV,1995,all,8.8/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,SK8 the Infinity,TV,2021,16+,8.2/10,65/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,Dateline,TV,1992,7+,6.9/10,63/100,,285 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,Dragon Ball Z Kai,TV,2009,16+,8.2/10,70/100,+ Rent or Buy,9 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,Last Week Tonight with John Oliver,TV,2014,18+,8.9/10,88/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,Escape to the Chateau,TV,2016,7+,8.7/10,65/100,,30 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,"Magnum, P.I.",TV,1980,7+,7.5/10,70/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,Endeavour,TV,2013,16+,8.6/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,9-1-1: Lone Star,TV,2020,16+,6.7/10,69/100,+ Rent or Buy,4 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,Ghosts,TV,2019,16+,8.1/10,74/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,The Secret of Skinwalker Ranch,TV,2020,7+,6.0/10,61/100,+ Rent or Buy,12 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,Call My Agent!,TV,2015,16+,8.3/10,69/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,Taken,TV,2017,18+,6.6/10,65/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,Chad,TV,2021,18+,2.6/10,51/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,Van Helsing,TV,2016,16+,6.2/10,68/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,The O.C.,TV,2003,16+,7.5/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,The Morning Show,TV,2019,18+,8.4/10,82/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,The Last Kingdom,TV,2015,18+,8.4/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,Lethal Weapon,TV,2016,16+,7.9/10,76/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,DC's Legends of Tomorrow,TV,2016,16+,6.8/10,81/100,+ Rent or Buy,9 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,Catfish: The TV Show,TV,2012,16+,7.1/10,66/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,American Idol,TV,2002,7+,4.1/10,57/100,,18 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,When Calls the Heart,TV,2014,all,8.1/10,69/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,The Nanny,TV,1993,7+,6.9/10,76/100,,14 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,Mystery Science Theater 3000,TV,1988,7+,8.5/10,78/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,iCarly,TV,2007,all,6.7/10,70/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,Batman: The Animated Series,TV,1992,7+,9.0/10,85/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Two and a Half Men,TV,2003,16+,7.0/10,77/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,Deadwood,TV,2004,18+,8.6/10,85/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,Fast & Furious Spy Racers,TV,2019,7+,5.5/10,57/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,Skins,TV,2007,18+,8.2/10,74/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,New Amsterdam,TV,2018,16+,8.1/10,76/100,+ Rent or Buy,52 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,Firefly Lane,TV,2021,18+,7.5/10,71/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,Veronica Mars,TV,2004,16+,8.3/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,A.P. Bio,TV,2018,16+,7.3/10,72/100,+ Rent or Buy,27 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,The 100,TV,2014,16+,7.6/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,The Conners,TV,2018,7+,5.3/10,67/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,Ancient Aliens,TV,2010,7+,7.2/10,68/100,+ Rent or Buy,92 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,Shameless,TV,2004,18+,8.0/10,71/100,+ Rent or Buy,153 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,Silicon Valley,TV,2014,18+,8.5/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,Chicago Med,TV,2015,16+,7.6/10,71/100,+ Rent or Buy,119 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,Bad Girls Club,TV,2006,16+,4.7/10,61/100,+ Rent or Buy,64 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,Archer,TV,2009,18+,8.6/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,Haikyu!!,TV,2014,16+,8.7/10,78/100,+ Rent or Buy,73 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,The Challenge,TV,1998,16+,7.6/10,70/100,+ Rent or Buy,3 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,FBI: Most Wanted,TV,2020,16+,6.7/10,63/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,The Good Fight,TV,2017,16+,8.3/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,"Scooby-Doo, Where Are You?",TV,1969,all,7.9/10,70/100,+ Rent or Buy,21 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,The Monkees,TV,1966,all,7.4/10,62/100,,3 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,The Neighborhood,TV,2018,7+,6.4/10,64/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Raised by Wolves,TV,2020,18+,7.6/10,80/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,Family Ties,TV,1982,all,7.2/10,63/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,Teenage Mutant Ninja Turtles,TV,2012,7+,7.8/10,65/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,The Haunting of Hill House,TV,2018,18+,8.6/10,81/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,Spartacus,TV,2010,18+,8.5/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,Servant,TV,2019,18+,7.5/10,77/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,In Living Color,TV,1990,7+,8.1/10,65/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,Death and Nightingales,TV,2018,N/A,6.4/10,60/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,Law & Order: Criminal Intent,TV,2001,16+,7.4/10,69/100,+ Rent or Buy,194 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,Foyle's War,TV,2002,16+,8.4/10,68/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,Limitless,TV,2015,16+,7.7/10,72/100,+ Rent or Buy,22 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,The Sinner,TV,2017,16+,7.9/10,83/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,All in the Family,TV,1971,all,8.3/10,70/100,+ Rent or Buy,10 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,Sailor Moon Crystal,TV,2014,16+,7.9/10,60/100,+ Rent or Buy,39 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,Marvel's The Punisher,TV,2017,18+,8.5/10,84/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,Locke & Key,TV,2020,16+,7.4/10,77/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,Westworld,TV,2016,18+,8.6/10,90/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,Ink Master,TV,2012,16+,7.4/10,64/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,Banshee,TV,2013,18+,8.4/10,85/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,The Seven Deadly Sins,TV,2014,16+,8.0/10,73/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,Once Upon a Time,TV,2011,7+,7.7/10,83/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,Selena: The Series,TV,2020,7+,6.8/10,63/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,The Challenge: All Stars,TV,2021,18+,7.8/10,58/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,A Million Little Things,TV,2018,16+,7.9/10,72/100,+ Rent or Buy,4 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,All American,TV,2018,16+,7.7/10,78/100,+ Rent or Buy,18 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,Fleabag,TV,2016,18+,8.7/10,88/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,The Mighty Ducks: Game Changers,TV,2021,7+,7.6/10,67/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Warrior,TV,2019,18+,8.4/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,Terminator: The Sarah Connor Chronicles,TV,2008,7+,7.7/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,Planet Earth,TV,2006,all,9.4/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,ALF,TV,1986,all,7.4/10,70/100,+ Rent or Buy,104 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,The Voice,TV,2011,7+,6.5/10,65/100,,18 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,The IT Crowd,TV,2006,16+,8.5/10,86/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,Wynonna Earp,TV,2016,16+,7.5/10,77/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,Siesta Key,TV,2017,18+,4.5/10,54/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,Miracle Workers,TV,2019,7+,7.0/10,71/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,Jeopardy!,TV,1984,all,8.2/10,67/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,Unforgotten,TV,2018,18+,8.3/10,72/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,Wipeout,TV,2008,7+,6.6/10,62/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,Luther,TV,2010,18+,8.5/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,The Boss Baby: Back in Business,TV,2018,7+,6.5/10,58/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,The Walking Dead: World Beyond,TV,2020,18+,4.2/10,58/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,The Real Housewives of Beverly Hills,TV,2010,16+,5.0/10,60/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
